 refcode  , lab1  , dist1 , lab2  , ano2 
----------+-------+-------+-------+------
 ABAXAC   , Fe1   , 1.819 , O1    ,    8
 ABAXAC   , Fe1   , 2.236 , N1    ,    7
 ABAXAC   , Fe1   , 2.258 , N3    ,    7
 ABAXAC   , Fe1   , 2.342 , Cl1   ,   17
 ABAXAC   , Fe1   , 2.378 , Cl2   ,   17
 ABAXAC   , Fe1   , 2.413 , N2    ,    7
 ABECIT   , Fe1   , 1.869 , O3    ,    8
 ABECIT   , Fe1   , 1.975 , O2A   ,    8
 ABECIT   , Fe1   , 2.065 , O2    ,    8
 ABECIT   , Fe1   , 2.071 , N1    ,    7
 ABECIT   , Fe1   , 2.169 , O1    ,    8
 ABECIT   , Fe1   , 2.338 , Cl1   ,   17
 ABIJAX   , Fe1   , 1.657 , N1    ,    7
 ABIJAX   , Fe1   , 1.681 , N2    ,    7
 ABIJAX   , Fe1   ,  2.27 , S1    ,   16
 ABIJAX   , Fe1   , 2.285 , S2    ,   16
 ABIJAX   , Fe2   , 1.668 , N5    ,    7
 ABIJAX   , Fe2   , 1.672 , N6    ,    7
 ABIJAX   , Fe2   , 2.261 , S4    ,   16
 ABIJAX   , Fe2   , 2.279 , S3    ,   16
 ABIJIF   , Fe2   , 1.666 , N3    ,    7
 ABIJIF   , Fe2   , 1.676 , N4    ,    7
 ABIJIF   , Fe2   , 2.254 , S3    ,   16
 ABIJIF   , Fe2   , 2.256 , S1    ,   16
 ABIJIF   , Fe4   , 1.668 , N8    ,    7
 ABIJIF   , Fe4   , 1.671 , N7    ,    7
 ABIJIF   , Fe4   , 2.249 , S6    ,   16
 ABIJIF   , Fe4   , 2.252 , S4    ,   16
 ABIZOA   , Fe1   , 1.944 , O1A   ,    8
 ABIZOA   , Fe1   ,  1.96 , N1    ,    7
 ABIZOA   , Fe1   , 2.046 , O1    ,    8
 ABIZOA   , Fe1   , 2.101 , N3    ,    7
 ABIZOA   , Fe1   , 2.101 , N4    ,    7
 ABIZOA   , Fe1   , 2.332 , N2    ,    7
 ABIZOA   , Fe2   , 1.939 , O2A   ,    8
 ABIZOA   , Fe2   , 2.003 , N9    ,    7
 ABIZOA   , Fe2   , 2.029 , O2    ,    8
 ABIZOA   , Fe2   , 2.066 , N12   ,    7
 ABIZOA   , Fe2   ,  2.09 , N11   ,    7
 ABIZOA   , Fe2   , 2.323 , N10   ,    7
 ABOKIL   , Fe1   , 1.975 , O5    ,    8
 ABOKIL   , Fe1   , 1.975 , O5F   ,    8
 ABOKIL   , Fe1   , 1.984 , O3    ,    8
 ABOKIL   , Fe1   , 1.984 , O3F   ,    8
 ABOKIL   , Fe1   , 1.996 , O1    ,    8
 ABOKIL   , Fe1   , 1.996 , O1F   ,    8
 ABOKIL   , Fe2   , 1.905 , O2    ,    8
 ABOKIL   , Fe2   ,  1.92 , O4    ,    8
 ABOKIL   , Fe2   , 1.996 , O3    ,    8
 ABOKIL   , Fe2   ,     2 , O1    ,    8
 ABOKIL   , Fe2   , 2.288 , N2    ,    7
 ABOKIL   , Fe2   , 2.303 , N1    ,    7
 ABOKIL   , Fe3   , 1.899 , O6    ,    8
 ABOKIL   , Fe3   , 1.899 , O6F   ,    8
 ABOKIL   , Fe3   , 2.014 , O5    ,    8
 ABOKIL   , Fe3   , 2.014 , O5F   ,    8
 ABOKIL   , Fe3   , 2.264 , N3    ,    7
 ABOKIL   , Fe3   , 2.264 , N3F   ,    7
 ABOKOR   , Fe1   , 1.906 , O2    ,    8
 ABOKOR   , Fe1   , 1.913 , O4    ,    8
 ABOKOR   , Fe1   , 1.999 , O3    ,    8
 ABOKOR   , Fe1   , 2.005 , O1    ,    8
 ABOKOR   , Fe1   , 2.296 , N1    ,    7
 ABOKOR   , Fe1   , 2.296 , N2    ,    7
 ABOKOR   , Fe2   , 1.898 , O6    ,    8
 ABOKOR   , Fe2   , 1.898 , O6F   ,    8
 ABOKOR   , Fe2   , 2.014 , O5    ,    8
 ABOKOR   , Fe2   , 2.014 , O5F   ,    8
 ABOKOR   , Fe2   , 2.269 , N3    ,    7
 ABOKOR   , Fe2   , 2.269 , N3F   ,    7
 ABOXOE   , Fe1   , 1.934 , O5    ,    8
 ABOXOE   , Fe1   , 1.935 , O3    ,    8
 ABOXOE   , Fe1   , 1.949 , O1    ,    8
 ABOXOE   , Fe1   , 2.223 , N3    ,    7
 ABOXOE   , Fe1   , 2.225 , N2    ,    7
 ABOXOE   , Fe1   , 2.226 , N1    ,    7
 ABOXOE   , Fe2   , 1.911 , O6    ,    8
 ABOXOE   , Fe2   , 1.943 , O4    ,    8
 ABOXOE   , Fe2   , 1.951 , O2    ,    8
 ABOXOE   , Fe2   , 2.137 , N6    ,    7
 ABOXOE   , Fe2   , 2.143 , N4    ,    7
 ABOXOE   , Fe2   , 2.198 , N5    ,    7
 ACNALC01 , Fe1   , 2.163 , Cl4   ,   17
 ACNALC01 , Fe1   , 2.165 , Cl5   ,   17
 ACNALC01 , Fe1   ,  2.17 , Cl3   ,   17
 ACNALC01 , Fe1   , 2.186 , Cl2   ,   17
 ACNALC01 , Fe2   , 2.157 , Cl8   ,   17
 ACNALC01 , Fe2   , 2.164 , Cl9   ,   17
 ACNALC01 , Fe2   , 2.167 , Cl6   ,   17
 ACNALC01 , Fe2   , 2.168 , Cl7   ,   17
 ACOSAN   , Fe1   , 1.901 , O3    ,    8
 ACOSAN   , Fe1   , 1.915 , O1    ,    8
 ACOSAN   , Fe1   ,  2.07 , N3    ,    7
 ACOSAN   , Fe1   , 2.082 , N1    ,    7
 ACOSAN   , Fe1   , 2.195 , N4    ,    7
 ACOSAN   , Fe1   , 2.223 , N2    ,    7
 ACPICF   , Fe1   , 2.015 , O4    ,    8
 ACPICF   , Fe1   , 2.031 , O2    ,    8
 ACPICF   , Fe1   , 2.043 , O1    ,    8
 ACPICF   , Fe1   , 2.149 , N2    ,    7
 ACPICF   , Fe1   , 2.151 , N1    ,    7
 ACPICF   , Fe1   , 2.304 , Cl1   ,   17
 ADOSIW   , Fe1   , 1.911 , F6    ,    9
 ADOSIW   , Fe1   , 1.925 , F2    ,    9
 ADOSIW   , Fe1   , 1.925 , F4    ,    9
 ADOSIW   , Fe1   , 1.926 , F3    ,    9
 ADOSIW   , Fe1   , 1.936 , F5    ,    9
 ADOSIW   , Fe1   , 1.953 , F1    ,    9
 AFAVOS   , Fe1   , 2.228 , S9    ,   16
 AFAVOS   , Fe1   , 2.246 , S5    ,   16
 AFAVOS   , Fe1   , 2.247 , S8    ,   16
 AFAVOS   , Fe1   ,  2.25 , S7    ,   16
 AFAVOS   , Fe1   , 2.466 , S7A   ,   16
 AFEFUN   , Fe1   , 2.177 , Cl4   ,   17
 AFEFUN   , Fe1   , 2.185 , Cl1   ,   17
 AFEFUN   , Fe1   , 2.192 , Cl3   ,   17
 AFEFUN   , Fe1   , 2.198 , Cl2   ,   17
 AFURIC   , Fe1   , 1.771 , O1    ,    8
 AFURIC   , Fe1   , 2.217 , Cl2   ,   17
 AFURIC   , Fe1   , 2.221 , Cl3   ,   17
 AFURIC   , Fe1   , 2.226 , Cl1   ,   17
 AFURIC   , Fe2   , 1.824 , O1    ,    8
 AFURIC   , Fe2   , 2.128 , N1    ,    7
 AFURIC   , Fe2   , 2.139 , N3    ,    7
 AFURIC   , Fe2   , 2.141 , N7    ,    7
 AFURIC   , Fe2   , 2.159 , N5    ,    7
 AFURIC   , Fe2   , 2.397 , Cl4   ,   17
 AGAQIJ   , Fe1   ,  1.98 , O3    ,    8
 AGAQIJ   , Fe1   ,  1.98 , O5    ,    8
 AGAQIJ   , Fe1   , 1.981 , O1    ,    8
 AGAQIJ   , Fe1   , 1.987 , O6    ,    8
 AGAQIJ   , Fe1   , 1.989 , O2    ,    8
 AGAQIJ   , Fe1   , 1.996 , O4    ,    8
 AGAQIJ   , Fe2   , 1.976 , O4    ,    8
 AGAQIJ   , Fe2   , 1.985 , O1    ,    8
 AGAQIJ   , Fe2   , 1.996 , O7    ,    8
 AGAQIJ   , Fe2   , 1.999 , O10   ,    8
 AGAQIJ   , Fe2   , 2.003 , O8    ,    8
 AGAQIJ   , Fe2   ,  2.01 , O9    ,    8
 AGAQIJ   , Fe3   , 1.979 , O5    ,    8
 AGAQIJ   , Fe3   , 1.985 , O2    ,    8
 AGAQIJ   , Fe3   , 1.999 , O13   ,    8
 AGAQIJ   , Fe3   ,     2 , O11   ,    8
 AGAQIJ   , Fe3   , 2.001 , O12   ,    8
 AGAQIJ   , Fe3   , 2.002 , O14   ,    8
 AGAQIJ   , Fe4   , 1.981 , O3    ,    8
 AGAQIJ   , Fe4   , 1.983 , O6    ,    8
 AGAQIJ   , Fe4   , 1.997 , O16   ,    8
 AGAQIJ   , Fe4   , 1.998 , O17   ,    8
 AGAQIJ   , Fe4   , 2.003 , O18   ,    8
 AGAQIJ   , Fe4   , 2.006 , O15   ,    8
 AGOGEI01 , Fe1   , 2.324 , Br4   ,   35
 AGOGEI01 , Fe1   ,  2.33 , Br3   ,   35
 AGOGEI01 , Fe1   , 2.335 , Br1   ,   35
 AGOGEI01 , Fe1   , 2.347 , Br2   ,   35
 AHAQUV   , Fe1   ,  2.05 , N2    ,    7
 AHAQUV   , Fe1   ,  2.05 , N3    ,    7
 AHAQUV   , Fe1   , 2.061 , N4    ,    7
 AHAQUV   , Fe1   , 2.063 , N1    ,    7
 AHAQUV   , Fe1   , 2.238 , Cl1   ,   17
 AHARIK   , Fe1   , 1.924 , O4    ,    8
 AHARIK   , Fe1   , 1.937 , O1    ,    8
 AHARIK   , Fe1   , 2.002 , O2    ,    8
 AHARIK   , Fe1   , 2.002 , O3    ,    8
 AHARIK   , Fe1   , 2.167 , N2    ,    7
 AHARIK   , Fe1   , 2.213 , N1    ,    7
 AHEPOT   , Fe1   , 2.181 , Cl1   ,   17
 AHEPOT   , Fe1   , 2.189 , Cl2   ,   17
 AHEPOT   , Fe1   , 2.194 , Cl4   ,   17
 AHEPOT   , Fe1   , 2.211 , Cl3   ,   17
 AHOTEX   , Fe1   , 1.916 , O3    ,    8
 AHOTEX   , Fe1   , 1.933 , O1    ,    8
 AHOTEX   , Fe1   , 2.003 , O4    ,    8
 AHOTEX   , Fe1   , 2.007 , O2    ,    8
 AHOTEX   , Fe1   , 2.248 , N2    ,    7
 AHOTEX   , Fe1   , 2.276 , N1    ,    7
 AHOTEX   , Fe2   ,  1.97 , O12   ,    8
 AHOTEX   , Fe2   , 1.972 , O10   ,    8
 AHOTEX   , Fe2   , 1.973 , O4    ,    8
 AHOTEX   , Fe2   , 1.976 , O2    ,    8
 AHOTEX   , Fe2   , 1.981 , O6    ,    8
 AHOTEX   , Fe2   , 1.982 , O8    ,    8
 AHOTEX   , Fe3   , 1.912 , O5    ,    8
 AHOTEX   , Fe3   , 1.944 , O7    ,    8
 AHOTEX   , Fe3   , 1.996 , O6    ,    8
 AHOTEX   , Fe3   , 2.004 , O8    ,    8
 AHOTEX   , Fe3   , 2.266 , N3    ,    7
 AHOTEX   , Fe3   , 2.283 , N4    ,    7
 AHOTEX   , Fe4   , 1.922 , O11   ,    8
 AHOTEX   , Fe4   , 1.936 , O9    ,    8
 AHOTEX   , Fe4   , 2.001 , O12   ,    8
 AHOTEX   , Fe4   , 2.009 , O10   ,    8
 AHOTEX   , Fe4   , 2.253 , N5    ,    7
 AHOTEX   , Fe4   , 2.267 , N6    ,    7
 AJEFOK   , Fe1   , 2.006 , O1    ,    8
 AJEFOK   , Fe1   , 2.013 , O3    ,    8
 AJEFOK   , Fe1   ,  2.02 , O5    ,    8
 AJEFOK   , Fe1   ,  2.07 , N5    ,    7
 AJEFOK   , Fe1   , 2.083 , N1    ,    7
 AJEFOK   , Fe1   , 2.125 , N3    ,    7
 AJEFOK   , Fe2   , 2.004 , O2    ,    8
 AJEFOK   , Fe2   , 2.004 , O4    ,    8
 AJEFOK   , Fe2   , 2.047 , O6    ,    8
 AJEFOK   , Fe2   , 2.074 , N6    ,    7
 AJEFOK   , Fe2   , 2.097 , N4    ,    7
 AJEFOK   , Fe2   , 2.139 , N2    ,    7
 AJEKOP   , Fe1   , 1.958 , O4    ,    8
 AJEKOP   , Fe1   , 1.975 , O12   ,    8
 AJEKOP   , Fe1   , 1.982 , O2    ,    8
 AJEKOP   , Fe1   , 2.017 , O1    ,    8
 AJEKOP   , Fe1   , 2.045 , O10   ,    8
 AJEKOP   , Fe1   , 2.168 , N1    ,    7
 AJEKOP   , Fe2   , 1.955 , O8    ,    8
 AJEKOP   , Fe2   ,  1.97 , O11   ,    8
 AJEKOP   , Fe2   , 1.981 , O6    ,    8
 AJEKOP   , Fe2   , 2.029 , O1    ,    8
 AJEKOP   , Fe2   , 2.035 , O13   ,    8
 AJEKOP   , Fe2   , 2.174 , N2    ,    7
 AJEVIU   , Fe1   , 1.999 , N5    ,    7
 AJEVIU   , Fe1   , 2.013 , N4    ,    7
 AJEVIU   , Fe1   , 2.015 , N3    ,    7
 AJEVIU   , Fe1   , 2.026 , O2    ,    8
 AJEVIU   , Fe1   , 2.035 , O3    ,    8
 AJEVIU   , Fe1   , 2.048 , O1    ,    8
 AKAGEY   , Fe1   , 2.027 , N1    ,    7
 AKAGEY   , Fe1   , 2.027 , N1A   ,    7
 AKAGEY   , Fe1   , 2.036 , N2    ,    7
 AKAGEY   , Fe1   , 2.036 , N2A   ,    7
 AKAGEY   , Fe1   , 2.145 , N3    ,    7
 AKAGEY   , Fe1   , 2.145 , N3A   ,    7
 ALIWAU   , Fe1   , 1.855 , O1    ,    8
 ALIWAU   , Fe1   , 1.855 , O1C   ,    8
 ALIWAU   , Fe1   , 2.202 , N1    ,    7
 ALIWAU   , Fe1   , 2.202 , N1C   ,    7
 ALIWAU   , Fe1   , 2.247 , Cl1   ,   17
 ALOGUD   , Fe1   , 1.929 , N2    ,    7
 ALOGUD   , Fe1   ,  1.93 , N6    ,    7
 ALOGUD   , Fe1   , 1.962 , N3    ,    7
 ALOGUD   , Fe1   , 1.969 , N5    ,    7
 ALOGUD   , Fe1   , 1.977 , N4    ,    7
 ALOGUD   , Fe1   , 1.991 , N1    ,    7
 ALOKAN   , Fe1   , 1.876 , N2    ,    7
 ALOKAN   , Fe1   , 1.905 , N1    ,    7
 ALOKAN   , Fe1   , 2.431 , Br2   ,   35
 ALOKAN   , Fe1   ,  2.46 , Br1   ,   35
 AMEKUZ   , Fe1   , 1.784 , O1    ,    8
 AMEKUZ   , Fe1   , 1.956 , O2    ,    8
 AMEKUZ   , Fe1   , 1.964 , O3    ,    8
 AMEKUZ   , Fe1   , 2.225 , N3    ,    7
 AMEKUZ   , Fe1   , 2.226 , N2    ,    7
 AMEKUZ   , Fe1   , 2.398 , N1    ,    7
 AMOMAR   , Fe3   , 2.245 , S5    ,   16
 AMOMAR   , Fe3   ,  2.27 , S1    ,   16
 AMOMAR   , Fe3   , 2.316 , S2    ,   16
 AMOMAR   , Fe3   , 2.317 , S3    ,   16
 AMOMIZ   , Fe1   , 2.223 , S2    ,   16
 AMOMIZ   , Fe1   , 2.268 , S1    ,   16
 AMOMIZ   , Fe1   , 2.318 , S3    ,   16
 AMOMIZ   , Fe1   , 2.319 , S4    ,   16
 AMONAS   , Fe1   , 2.233 , S5    ,   16
 AMONAS   , Fe1   ,  2.25 , S1    ,   16
 AMONAS   , Fe1   , 2.292 , S4    ,   16
 AMONAS   , Fe1   , 2.318 , S2    ,   16
 AMONEW   , Fe1   , 2.238 , S3    ,   16
 AMONEW   , Fe1   , 2.279 , S1    ,   16
 AMONEW   , Fe1   , 2.307 , S4    ,   16
 AMONEW   , Fe1   , 2.308 , S2    ,   16
 AMONIA   , Fe1   , 2.234 , S4    ,   16
 AMONIA   , Fe1   , 2.299 , S2    ,   16
 AMONIA   , Fe1   , 2.315 , S1    ,   16
 AMONIA   , Fe1   , 2.357 , Br1   ,   35
 AMOPIC   , Fe1   , 2.243 , S5    ,   16
 AMOPIC   , Fe1   , 2.262 , S1    ,   16
 AMOPIC   , Fe1   , 2.288 , S3    ,   16
 AMOPIC   , Fe1   , 2.291 , S2    ,   16
 ANAJOP   , Fe1   , 1.918 , O5    ,    8
 ANAJOP   , Fe1   , 1.932 , O1    ,    8
 ANAJOP   , Fe1   , 1.969 , O6    ,    8
 ANAJOP   , Fe1   ,  2.12 , N3    ,    7
 ANAJOP   , Fe1   , 2.131 , O3    ,    8
 ANAJOP   , Fe1   , 2.179 , N4    ,    7
 ANAJOP   , Fe2   , 1.917 , O2    ,    8
 ANAJOP   , Fe2   , 1.917 , O3    ,    8
 ANAJOP   , Fe2   , 1.949 , O1    ,    8
 ANAJOP   , Fe2   , 2.112 , N1    ,    7
 ANAJOP   , Fe2   , 2.142 , O9    ,    8
 ANAJOP   , Fe2   , 2.203 , N2    ,    7
 ANAJOP   , Fe3   , 1.919 , O8    ,    8
 ANAJOP   , Fe3   , 1.955 , O9    ,    8
 ANAJOP   , Fe3   , 1.967 , O1    ,    8
 ANAJOP   , Fe3   , 2.097 , O6    ,    8
 ANAJOP   , Fe3   ,  2.16 , N5    ,    7
 ANAJOP   , Fe3   , 2.177 , N6    ,    7
 APSCFE   , Fe1   , 2.073 , O2    ,    8
 APSCFE   , Fe1   , 2.131 , O1    ,    8
 APSCFE   , Fe1   , 2.196 , N1    ,    7
 APSCFE   , Fe1   , 2.201 , N2    ,    7
 APSCFE   , Fe1   , 2.203 , N5    ,    7
 APSCFE   , Fe1   , 2.325 , Cl2   ,   17
 APSCFE   , Fe1   , 2.362 , Cl1   ,   17
 AQAKAE   , Fe1   , 1.961 , N4    ,    7
 AQAKAE   , Fe1   , 1.965 , N2    ,    7
 AQAKAE   , Fe1   , 1.972 , N3    ,    7
 AQAKAE   , Fe1   , 1.977 , N5    ,    7
 AQAKAE   , Fe1   , 1.978 , N7    ,    7
 AQAKAE   , Fe1   , 1.982 , N1    ,    7
 AQAZIB   , Fe1   , 1.945 , O5    ,    8
 AQAZIB   , Fe1   , 1.966 , O3    ,    8
 AQAZIB   , Fe1   , 1.986 , O4    ,    8
 AQAZIB   , Fe1   , 1.989 , O6    ,    8
 AQAZIB   , Fe1   , 2.077 , O2    ,    8
 AQAZIB   , Fe1   , 2.078 , O1    ,    8
 AQAZOH   , Fe1   , 1.958 , O3    ,    8
 AQAZOH   , Fe1   , 1.963 , O5    ,    8
 AQAZOH   , Fe1   , 1.978 , O4    ,    8
 AQAZOH   , Fe1   , 1.985 , O6    ,    8
 AQAZOH   , Fe1   , 2.074 , O2    ,    8
 AQAZOH   , Fe1   , 2.086 , O1    ,    8
 AQODOZ   , Fe1   , 1.937 , O2    ,    8
 AQODOZ   , Fe1   , 2.007 , O1    ,    8
 AQODOZ   , Fe1   , 2.011 , O3B   ,    8
 AQODOZ   , Fe1   ,  2.07 , O3    ,    8
 AQODOZ   , Fe1   , 2.075 , N1    ,    7
 AQODOZ   , Fe1   , 2.194 , N2    ,    7
 AQOGAP   , Fe1   , 2.117 , N1    ,    7
 AQOGAP   , Fe1   , 2.152 , N3    ,    7
 AQOGAP   , Fe1   , 2.155 , N2    ,    7
 AQOGAP   , Fe1   , 2.243 , Cl1   ,   17
 AQOGAP   , Fe1   , 2.321 , Cl3   ,   17
 AQOGAP   , Fe1   , 2.361 , Cl2   ,   17
 AQOGET   , Fe1   , 2.119 , N1    ,    7
 AQOGET   , Fe1   , 2.177 , N2    ,    7
 AQOGET   , Fe1   , 2.185 , N3    ,    7
 AQOGET   , Fe1   , 2.252 , Cl3   ,   17
 AQOGET   , Fe1   , 2.316 , Cl1   ,   17
 AQOGET   , Fe1   , 2.379 , Cl2   ,   17
 AQOWAF   , Fe1   , 1.915 , O3    ,    8
 AQOWAF   , Fe1   , 1.996 , O7    ,    8
 AQOWAF   , Fe1   , 2.005 , O21   ,    8
 AQOWAF   , Fe1   ,  2.01 , O10   ,    8
 AQOWAF   , Fe1   , 2.018 , O16   ,    8
 AQOWAF   , Fe1   , 2.087 , O15   ,    8
 AQOWAF   , Fe2   , 1.898 , O3    ,    8
 AQOWAF   , Fe2   , 2.015 , O19   ,    8
 AQOWAF   , Fe2   , 2.025 , O8    ,    8
 AQOWAF   , Fe2   , 2.026 , O17   ,    8
 AQOWAF   , Fe2   , 2.028 , O2    ,    8
 AQOWAF   , Fe2   , 2.064 , O11   ,    8
 AQOWAF   , Fe3   , 1.908 , O3    ,    8
 AQOWAF   , Fe3   , 2.004 , O4    ,    8
 AQOWAF   , Fe3   , 2.016 , O9    ,    8
 AQOWAF   , Fe3   ,  2.02 , O13   ,    8
 AQOWAF   , Fe3   , 2.022 , O14   ,    8
 AQOWAF   , Fe3   , 2.097 , O5    ,    8
 AQOZIQ   , Fe1   , 1.908 , N7    ,    7
 AQOZIQ   , Fe1   , 1.911 , N3    ,    7
 AQOZIQ   , Fe1   , 1.954 , N4    ,    7
 AQOZIQ   , Fe1   , 1.961 , N8    ,    7
 AQOZIQ   , Fe1   , 2.224 , S2    ,   16
 AQOZIQ   , Fe1   , 2.226 , S1    ,   16
 ARANOX   , Fe3   , 1.753 , O3    ,    8
 ARANOX   , Fe3   , 2.216 , Cl2   ,   17
 ARANOX   , Fe3   , 2.225 , Cl4   ,   17
 ARANOX   , Fe3   , 2.231 , Cl3   ,   17
 AROLID   , Fe1   , 1.905 , N4    ,    7
 AROLID   , Fe1   ,  1.91 , N2    ,    7
 AROLID   , Fe1   , 1.916 , N1    ,    7
 AROLID   , Fe1   , 1.927 , N3    ,    7
 AROLID   , Fe1   , 2.064 , N6    ,    7
 AROLID   , Fe1   , 2.075 , N7    ,    7
 ASAWIB   , Fe1   ,  1.98 , O16   ,    8
 ASAWIB   , Fe1   , 1.994 , O1    ,    8
 ASAWIB   , Fe1   , 1.994 , O8    ,    8
 ASAWIB   , Fe1   , 2.006 , O9    ,    8
 ASAWIB   , Fe1   , 2.082 , N2    ,    7
 ASAWIB   , Fe1   , 2.092 , N1    ,    7
 ASERIA   , Fe1   , 2.164 , N7    ,    7
 ASERIA   , Fe1   , 2.179 , N14   ,    7
 ASERIA   , Fe1   , 2.188 , N12   ,    7
 ASERIA   , Fe1   , 2.202 , N11   ,    7
 ASERIA   , Fe1   , 2.338 , N5    ,    7
 ASERIA   , Fe1   ,  2.35 , N9    ,    7
 ASERIA   , Fe1   , 2.351 , N3    ,    7
 ASERIA   , Fe1   , 2.377 , N1    ,    7
 ASTCFE01 , Fe1   , 1.938 , O1    ,    8
 ASTCFE01 , Fe1   , 1.938 , O1C   ,    8
 ASTCFE01 , Fe1   , 1.957 , N1    ,    7
 ASTCFE01 , Fe1   , 1.957 , N1C   ,    7
 ASTCFE01 , Fe1   , 2.225 , S1    ,   16
 ASTCFE01 , Fe1   , 2.225 , S1C   ,   16
 ATETAU   , Fe1   , 1.777 , O1    ,    8
 ATETAU   , Fe1   , 2.015 , N1    ,    7
 ATETAU   , Fe1   , 2.021 , N8    ,    7
 ATETAU   , Fe1   , 2.126 , N2    ,    7
 ATETAU   , Fe1   , 2.133 , N7    ,    7
 ATETAU   , Fe2   , 1.794 , O1    ,    8
 ATETAU   , Fe2   , 2.014 , N4    ,    7
 ATETAU   , Fe2   , 2.024 , N5    ,    7
 ATETAU   , Fe2   , 2.118 , N6    ,    7
 ATETAU   , Fe2   , 2.123 , N3    ,    7
 ATILAQ   , Fe1   , 2.183 , N3    ,    7
 ATILAQ   , Fe1   , 2.197 , N2    ,    7
 ATILAQ   , Fe1   , 2.299 , N1    ,    7
 ATILAQ   , Fe1   , 2.441 , Br3   ,   35
 ATILAQ   , Fe1   , 2.446 , Br2   ,   35
 ATILAQ   , Fe1   , 2.447 , Br1   ,   35
 ATILOE   , Fe1   , 1.955 , O1    ,    8
 ATILOE   , Fe1   , 1.967 , O2    ,    8
 ATILOE   , Fe1   , 2.141 , N3    ,    7
 ATILOE   , Fe1   , 2.142 , N2    ,    7
 ATILOE   , Fe1   ,  2.31 , Cl1   ,   17
 ATILOE   , Fe1   , 2.337 , N1    ,    7
 ATILUK   , Fe1   , 1.946 , O1    ,    8
 ATILUK   , Fe1   , 1.967 , O2    ,    8
 ATILUK   , Fe1   ,     2 , O3    ,    8
 ATILUK   , Fe1   , 2.117 , N2    ,    7
 ATILUK   , Fe1   , 2.146 , N3    ,    7
 ATILUK   , Fe1   , 2.259 , N1    ,    7
 AVAROE   , Fe1   , 1.993 , O2    ,    8
 AVAROE   , Fe1   , 2.015 , O4    ,    8
 AVAROE   , Fe1   , 2.192 , N1    ,    7
 AVAROE   , Fe1   , 2.202 , N2    ,    7
 AVAROE   , Fe1   , 2.288 , Cl1   ,   17
 AVAROE   , Fe1   , 2.313 , Cl2   ,   17
 AVAROE   , Fe2   , 1.971 , O6    ,    8
 AVAROE   , Fe2   , 2.047 , O8    ,    8
 AVAROE   , Fe2   , 2.172 , N5    ,    7
 AVAROE   , Fe2   , 2.218 , N4    ,    7
 AVAROE   , Fe2   , 2.281 , Cl4   ,   17
 AVAROE   , Fe2   , 2.293 , Cl3   ,   17
 AWACIL   , Fe1   , 1.795 , O1    ,    8
 AWACIL   , Fe1   , 2.148 , N4    ,    7
 AWACIL   , Fe1   , 2.171 , N1    ,    7
 AWACIL   , Fe1   , 2.222 , N2    ,    7
 AWACIL   , Fe1   , 2.225 , N3    ,    7
 AWACIL   , Fe1   , 2.313 , Cl1   ,   17
 AWACIL   , Fe2   , 1.794 , O1    ,    8
 AWACIL   , Fe2   , 2.135 , N5    ,    7
 AWACIL   , Fe2   , 2.151 , N8    ,    7
 AWACIL   , Fe2   , 2.236 , N6    ,    7
 AWACIL   , Fe2   , 2.256 , N7    ,    7
 AWACIL   , Fe2   , 2.307 , Cl2   ,   17
 AXAYON   , Fe2   , 1.977 , O4    ,    8
 AXAYON   , Fe2   ,  1.98 , O1    ,    8
 AXAYON   , Fe2   , 2.073 , O5    ,    8
 AXAYON   , Fe2   , 2.124 , N4    ,    7
 AXAYON   , Fe2   , 2.147 , N1    ,    7
 AXAYON   , Fe2   ,   2.3 , Cl2   ,   17
 AXAYON   , Fe3   ,  1.88 , O1    ,    8
 AXAYON   , Fe3   ,  1.91 , O6    ,    8
 AXAYON   , Fe3   , 2.118 , N14   ,    7
 AXAYON   , Fe3   , 2.135 , N11   ,    7
 AXAYON   , Fe3   , 2.143 , N5    ,    7
 AXAYON   , Fe3   , 2.149 , N8    ,    7
 AXAYON   , Fe4   ,  1.95 , O6    ,    8
 AXAYON   , Fe4   , 1.954 , O9    ,    8
 AXAYON   , Fe4   , 2.083 , O7    ,    8
 AXAYON   , Fe4   , 2.087 , O8    ,    8
 AXAYON   , Fe4   , 2.129 , N15   ,    7
 AXAYON   , Fe4   ,  2.32 , Cl3   ,   17
 AXAYON   , Fe5   , 1.912 , O6    ,    8
 AXAYON   , Fe5   , 1.998 , O9    ,    8
 AXAYON   , Fe5   , 2.131 , N9    ,    7
 AXAYON   , Fe5   , 2.246 , Cl4   ,   17
 AXAYON   , Fe5   , 2.247 , Cl5   ,   17
 AXOTAJ   , Fe1   , 2.178 , Cl3   ,   17
 AXOTAJ   , Fe1   , 2.186 , Cl2   ,   17
 AXOTAJ   , Fe1   ,  2.19 , Cl4   ,   17
 AXOTAJ   , Fe1   , 2.197 , Cl1   ,   17
 AXOTAJ   , Fe2   , 2.173 , Cl5   ,   17
 AXOTAJ   , Fe2   , 2.188 , Cl7   ,   17
 AXOTAJ   , Fe2   ,  2.19 , Cl8   ,   17
 AXOTAJ   , Fe2   , 2.191 , Cl6   ,   17
 AYOYIW   , Fe1   , 1.987 , O2    ,    8
 AYOYIW   , Fe1   , 2.014 , O2D   ,    8
 AYOYIW   , Fe1   , 2.085 , N1    ,    7
 AYOYIW   , Fe1   , 2.207 , Cl1   ,   17
 AYOYIW   , Fe1   , 2.227 , Cl2   ,   17
