 refcode  , lab1  , dist1 , lab2  , ano2 
 GIYNIL   , Fe1   , 1.953 , O2    ,    8
 GIYNIL   , Fe1   , 1.987 , O1    ,    8
 GIYNIL   , Fe1   , 2.013 , O3    ,    8
 GIYNIL   , Fe1   , 2.127 , N2    ,    7
 GIYNIL   , Fe1   ,  2.14 , N3    ,    7
 GOBHIP   , Fe1   , 1.908 , O1    ,    8
 GOBHIP   , Fe1   , 1.921 , O2    ,    8
 GOBHIP   , Fe1   , 2.102 , N1    ,    7
 GOBHIP   , Fe1   , 2.102 , N3    ,    7
 GOBHIP   , Fe1   , 2.129 , N2    ,    7
 GOBHIP   , Fe1   , 2.133 , N4    ,    7
 GOBLAK   , Fe1   , 1.897 , O1    ,    8
 GOBLAK   , Fe1   , 1.917 , O2    ,    8
 GOBLAK   , Fe1   , 2.087 , N3    ,    7
 GOBLAK   , Fe1   ,  2.13 , N1    ,    7
 GOBLAK   , Fe1   , 2.144 , N2    ,    7
 GOBLAK   , Fe1   ,  2.15 , N3B   ,    7
 GOCSIA   , Fe1   , 1.954 , O2    ,    8
 GOCSIA   , Fe1   , 1.954 , O2A   ,    8
 GOCSIA   , Fe1   , 2.009 , O5    ,    8
 GOCSIA   , Fe1   , 2.009 , O5A   ,    8
 GOCSIA   , Fe1   , 2.069 , O1    ,    8
 GOCSIA   , Fe1   , 2.069 , O1A   ,    8
 GOKRED   , Fe3   , 2.001 , O9    ,    8
 GOKRED   , Fe3   , 2.001 , O9B   ,    8
 GOKRED   , Fe3   , 2.006 , O5    ,    8
 GOKRED   , Fe3   , 2.006 , O5B   ,    8
 GOKRED   , Fe3   , 2.012 , O1    ,    8
 GOKRED   , Fe3   , 2.012 , O1B   ,    8
 GOKRIH   , Fe1   ,  1.96 , O2    ,    8
 GOKRIH   , Fe1   ,  1.96 , O2D   ,    8
 GOKRIH   , Fe1   ,  1.96 , O6    ,    8
 GOKRIH   , Fe1   ,  1.96 , O6D   ,    8
 GOKRIH   , Fe1   , 2.063 , O1    ,    8
 GOKRIH   , Fe1   , 2.063 , O1D   ,    8
 GOPSUZ   , Fe1   , 2.186 , Cl1   ,   17
 GOPSUZ   , Fe1   , 2.192 , Cl3   ,   17
 GOPSUZ   , Fe1   ,   2.2 , Cl2   ,   17
 GOPSUZ   , Fe1   , 2.204 , Cl4   ,   17
 GOPSUZ   , Fe2   ,  2.15 , Cl5   ,   17
 GOPSUZ   , Fe2   , 2.174 , Cl6   ,   17
 GOPSUZ   , Fe2   , 2.229 , Cl8   ,   17
 GOPSUZ   , Fe2   ,  2.23 , Cl7   ,   17
 GOPSUZ   , Fe3   , 2.168 , Cl12  ,   17
 GOPSUZ   , Fe3   , 2.168 , Cl9   ,   17
 GOPSUZ   , Fe3   , 2.189 , Cl11  ,   17
 GOPSUZ   , Fe3   , 2.229 , Cl10  ,   17
 GOPSUZ   , Fe4   , 2.175 , Cl13  ,   17
 GOPSUZ   , Fe4   , 2.199 , Cl16  ,   17
 GOPSUZ   , Fe4   , 2.203 , Cl14  ,   17
 GOPSUZ   , Fe4   , 2.204 , Cl15  ,   17
 GOPTAG   , Fe1   , 2.333 , Br1   ,   35
 GOPTAG   , Fe1   , 2.338 , Br3   ,   35
 GOPTAG   , Fe1   , 2.339 , Br4   ,   35
 GOPTAG   , Fe1   , 2.357 , Br2   ,   35
 GOPTEK   , Fe1   , 2.302 , Br2   ,   35
 GOPTEK   , Fe1   , 2.339 , Br1   ,   35
 GOPTEK   , Fe1   , 2.339 , Br3   ,   35
 GOPTEK   , Fe1   , 2.339 , Br3B  ,   35
 GOXDAY   , Fe1   , 1.847 , O1    ,    8
 GOXDAY   , Fe1   , 2.061 , N4    ,    7
 GOXDAY   , Fe1   , 2.066 , N5    ,    7
 GOXDAY   , Fe1   , 2.078 , N2    ,    7
 GOXDAY   , Fe1   , 2.078 , N3    ,    7
 GOYGAC   , Fe1   , 1.946 , O1    ,    8
 GOYGAC   , Fe1   , 2.008 , N3    ,    7
 GOYGAC   , Fe1   , 2.021 , N5    ,    7
 GOYGAC   , Fe1   , 2.026 , N1    ,    7
 GOYGAC   , Fe1   , 2.269 , Cl1   ,   17
 GOYGAC   , Fe2   ,  1.95 , O2    ,    8
 GOYGAC   , Fe2   , 2.014 , N7    ,    7
 GOYGAC   , Fe2   , 2.016 , N11   ,    7
 GOYGAC   , Fe2   , 2.019 , N9    ,    7
 GOYGAC   , Fe2   , 2.274 , Cl2   ,   17
 GOYGAC   , Fe3   , 1.944 , O3    ,    8
 GOYGAC   , Fe3   , 2.015 , N15   ,    7
 GOYGAC   , Fe3   , 2.019 , N17   ,    7
 GOYGAC   , Fe3   , 2.025 , N13   ,    7
 GOYGAC   , Fe3   , 2.268 , Cl3   ,   17
 GOYGAC   , Fe4   , 1.963 , O4    ,    8
 GOYGAC   , Fe4   , 2.008 , N21   ,    7
 GOYGAC   , Fe4   ,  2.01 , N19   ,    7
 GOYGAC   , Fe4   , 2.018 , N23   ,    7
 GOYGAC   , Fe4   , 2.275 , Cl4   ,   17
 GOYGAC   , Fe5   , 2.023 , O1    ,    8
 GOYGAC   , Fe5   , 2.042 , O2    ,    8
 GOYGAC   , Fe5   ,  2.05 , O3    ,    8
 GOYGAC   , Fe5   , 2.059 , N14   ,    7
 GOYGAC   , Fe5   ,  2.06 , N8    ,    7
 GOYGAC   , Fe5   , 2.069 , N6    ,    7
 GOYGAC   , Fe6   , 2.027 , O4    ,    8
 GOYGAC   , Fe6   , 2.039 , O3    ,    8
 GOYGAC   , Fe6   , 2.049 , N12   ,    7
 GOYGAC   , Fe6   ,  2.05 , O2    ,    8
 GOYGAC   , Fe6   ,  2.06 , N22   ,    7
 GOYGAC   , Fe6   , 2.065 , N18   ,    7
 GOYGAC   , Fe7   ,  2.04 , O1    ,    8
 GOYGAC   , Fe7   ,  2.04 , O3    ,    8
 GOYGAC   , Fe7   , 2.047 , N20   ,    7
 GOYGAC   , Fe7   , 2.053 , O4    ,    8
 GOYGAC   , Fe7   , 2.055 , N16   ,    7
 GOYGAC   , Fe7   , 2.055 , N2    ,    7
 GOYGAC   , Fe8   , 2.025 , O4    ,    8
 GOYGAC   , Fe8   , 2.036 , O2    ,    8
 GOYGAC   , Fe8   , 2.054 , N24   ,    7
 GOYGAC   , Fe8   , 2.055 , N4    ,    7
 GOYGAC   , Fe8   , 2.056 , O1    ,    8
 GOYGAC   , Fe8   , 2.064 , N10   ,    7
 GUDYUZ   , Fe1   , 1.945 , N2    ,    7
 GUDYUZ   , Fe1   , 1.961 , N3    ,    7
 GUDYUZ   , Fe1   , 1.963 , N1    ,    7
 GUDYUZ   , Fe1   , 1.969 , N4    ,    7
 GUJDEV   , Fe2   , 1.973 , O11   ,    8
 GUJDEV   , Fe2   , 1.985 , O11B  ,    8
 GUJDEV   , Fe2   , 2.001 , O2    ,    8
 GUJDEV   , Fe2   , 2.005 , O5    ,    8
 GUJDEV   , Fe2   , 2.046 , O3    ,    8
 GUJDEV   , Fe2   , 2.052 , O6    ,    8
 GULCOG   , Fe3   , 2.117 , N3    ,    7
 GULCOG   , Fe3   , 2.264 , Cl1   ,   17
 GULCOG   , Fe3   , 2.268 , Cl3   ,   17
 GULCOG   , Fe3   , 2.298 , Cl2   ,   17
 GULNIL   , Fe1   , 1.901 , O2    ,    8
 GULNIL   , Fe1   , 1.962 , O1    ,    8
 GULNIL   , Fe1   ,  1.99 , O4    ,    8
 GULNIL   , Fe1   , 2.009 , O3    ,    8
 GULNIL   , Fe1   , 2.052 , O5    ,    8
 GULNIL   , Fe1   , 2.133 , N1    ,    7
 GUQYOH   , Fe1   ,  1.86 , O2    ,    8
 GUQYOH   , Fe1   , 1.861 , O1    ,    8
 GUQYOH   , Fe1   , 2.115 , N2    ,    7
 GUQYOH   , Fe1   , 2.247 , N1    ,    7
 GUQYOH   , Fe1   , 2.317 , S1    ,   16
 GUQYUN   , Fe1   , 1.818 , O1    ,    8
 GUQYUN   , Fe1   , 1.965 , O2    ,    8
 GUQYUN   , Fe1   ,  1.98 , O4    ,    8
 GUQYUN   , Fe1   , 1.984 , O3    ,    8
 GUQYUN   , Fe1   , 1.988 , O5    ,    8
 GUTTOF   , Fe1   , 1.959 , N1    ,    7
 GUTTOF   , Fe1   , 2.103 , N2    ,    7
 GUTTOF   , Fe1   , 2.109 , N3    ,    7
 GUTTOF   , Fe1   , 2.252 , Cl2   ,   17
 GUTTOF   , Fe1   , 2.253 , Cl1   ,   17
 GUVSEV   , Fe1   , 2.115 , N4    ,    7
 GUVSEV   , Fe1   ,  2.12 , N2    ,    7
 GUVSEV   , Fe1   , 2.222 , N1    ,    7
 GUVSEV   , Fe1   , 2.235 , N3    ,    7
 GUVSEV   , Fe1   , 2.383 , Br2   ,   35
 GUVSEV   , Fe1   , 2.396 , Br1   ,   35
 GUVSEV   , Fe2   , 2.305 , Br3   ,   35
 GUVSEV   , Fe2   , 2.306 , Br6   ,   35
 GUVSEV   , Fe2   , 2.323 , Br5   ,   35
 GUVSEV   , Fe2   , 2.352 , Br4   ,   35
 GUWYUS   , Fe1   , 2.112 , N1    ,    7
 GUWYUS   , Fe1   , 2.113 , N1A   ,    7
 GUWYUS   , Fe1   , 2.113 , N1W   ,    7
 GUWYUS   , Fe1   , 2.113 , N1X   ,    7
 GUWYUS   , Fe1   , 2.114 , N1B   ,    7
 GUWYUS   , Fe1   , 2.115 , N1V   ,    7
 GUWZIH   , Fe1   , 1.811 , O1    ,    8
 GUWZIH   , Fe1   , 2.124 , N9    ,    7
 GUWZIH   , Fe1   , 2.131 , N5    ,    7
 GUWZIH   , Fe1   , 2.153 , N3    ,    7
 GUWZIH   , Fe1   , 2.173 , N7    ,    7
 GUWZIH   , Fe1   , 2.292 , N1    ,    7
 GUWZIH   , Fe2   , 1.818 , O1    ,    8
 GUWZIH   , Fe2   , 2.124 , N15   ,    7
 GUWZIH   , Fe2   , 2.125 , N19   ,    7
 GUWZIH   , Fe2   , 2.165 , N13   ,    7
 GUWZIH   , Fe2   , 2.168 , N17   ,    7
 GUWZIH   , Fe2   , 2.283 , N11   ,    7
 HABLIF   , Fe1   , 1.885 , O1    ,    8
 HABLIF   , Fe1   , 1.951 , O2B   ,    8
 HABLIF   , Fe1   , 2.045 , O2    ,    8
 HABLIF   , Fe1   , 2.057 , N1    ,    7
 HABLIF   , Fe1   ,   2.2 , Cl1   ,   17
 HACFIB   , Fe2   , 1.907 , O1    ,    8
 HACFIB   , Fe2   , 1.995 , O10   ,    8
 HACFIB   , Fe2   , 2.004 , O8    ,    8
 HACFIB   , Fe2   , 2.008 , O13   ,    8
 HACFIB   , Fe2   , 2.017 , O11   ,    8
 HACFIB   , Fe2   , 2.081 , O16   ,    8
 HACFIB   , Fe3   , 1.913 , O1    ,    8
 HACFIB   , Fe3   , 2.007 , O12   ,    8
 HACFIB   , Fe3   , 2.009 , O6    ,    8
 HACFIB   , Fe3   , 2.019 , O14   ,    8
 HACFIB   , Fe3   , 2.031 , O4    ,    8
 HACFIB   , Fe3   , 2.046 , O15   ,    8
 HADWOZ   , Fe1   , 1.976 , O1B   ,    8
 HADWOZ   , Fe1   , 1.996 , O1    ,    8
 HADWOZ   , Fe1   ,  2.08 , N1    ,    7
 HADWOZ   , Fe1   , 2.096 , N5    ,    7
 HADWOZ   , Fe1   , 2.253 , N3    ,    7
 HADWOZ   , Fe1   , 2.292 , Cl1   ,   17
 HAGKAB   , Fe1   , 1.776 , O1    ,    8
 HAGKAB   , Fe1   , 2.141 , N1    ,    7
 HAGKAB   , Fe1   , 2.143 , O5    ,    8
 HAGKAB   , Fe1   , 2.159 , O2    ,    8
 HAGKAB   , Fe1   , 2.178 , N2    ,    7
 HAGKAB   , Fe1   , 2.204 , O6    ,    8
 HAGKAB   , Fe1   , 2.263 , O3    ,    8
 HAJSIW   , Fe1   , 1.906 , O1    ,    8
 HAJSIW   , Fe1   , 1.914 , O2    ,    8
 HAJSIW   , Fe1   , 2.181 , N2    ,    7
 HAJSIW   , Fe1   , 2.192 , N1    ,    7
 HAJSIW   , Fe1   , 2.256 , N4    ,    7
 HAJSIW   , Fe1   , 2.273 , N3    ,    7
 HAKQAL   , Fe1   , 1.909 , O2    ,    8
 HAKQAL   , Fe1   , 1.925 , O5    ,    8
 HAKQAL   , Fe1   , 1.935 , O3    ,    8
 HAKQAL   , Fe1   , 2.025 , O6    ,    8
 HAKQAL   , Fe1   , 2.057 , O1    ,    8
 HAKQAL   , Fe1   , 2.117 , O4    ,    8
 HALXOI   , Fe1   , 1.953 , O3    ,    8
 HALXOI   , Fe1   , 1.958 , O1    ,    8
 HALXOI   , Fe1   , 1.975 , O4    ,    8
 HALXOI   , Fe1   , 1.977 , O2    ,    8
 HALXOI   , Fe1   , 2.187 , N2    ,    7
 HALXOI   , Fe1   , 2.188 , N1    ,    7
 HAMBIG   , Fe1   , 1.904 , O1    ,    8
 HAMBIG   , Fe1   , 2.065 , N1    ,    7
 HAMBIG   , Fe1   , 2.071 , N3    ,    7
 HAMBIG   , Fe1   , 2.077 , N2    ,    7
 HAMBIG   , Fe1   , 2.083 , N4    ,    7
 HARLER   , Fe1   , 1.861 , F1    ,    9
 HARLER   , Fe1   , 1.861 , F1D   ,    9
 HARLER   , Fe1   , 2.121 , N1    ,    7
 HARLER   , Fe1   , 2.121 , N1D   ,    7
 HARLER   , Fe1   , 2.136 , N3    ,    7
 HARLER   , Fe1   , 2.136 , N3D   ,    7
 HAVNUO   , Fe1   , 1.788 , O1    ,    8
 HAVNUO   , Fe1   , 2.212 , N1    ,    7
 HAVNUO   , Fe1   , 2.226 , N2    ,    7
 HAVNUO   , Fe1   , 2.233 , N4    ,    7
 HAVNUO   , Fe1   , 2.285 , N3    ,    7
 HAVNUO   , Fe1   , 2.305 , Cl1   ,   17
 HAVNUO   , Fe2   , 1.747 , O1    ,    8
 HAVNUO   , Fe2   , 2.221 , Cl3   ,   17
 HAVNUO   , Fe2   , 2.224 , Cl2   ,   17
 HAVNUO   , Fe2   , 2.233 , Cl4   ,   17
 HAXHEU   , Fe1   , 1.893 , O1    ,    8
 HAXHEU   , Fe1   , 1.967 , O3    ,    8
 HAXHEU   , Fe1   , 2.073 , O2    ,    8
 HAXHEU   , Fe1   , 2.108 , N1    ,    7
 HAXHEU   , Fe1   ,  2.31 , Cl1   ,   17
 HAXHEU   , Fe1   , 2.315 , N2    ,    7
 HAXHEU   , Fe2   , 1.897 , O4    ,    8
 HAXHEU   , Fe2   , 1.956 , O3    ,    8
 HAXHEU   , Fe2   , 2.088 , N4    ,    7
 HAXHEU   , Fe2   , 2.096 , O2    ,    8
 HAXHEU   , Fe2   ,  2.28 , N3    ,    7
 HAXHEU   , Fe2   , 2.315 , Cl2   ,   17
 HAXXOU   , Fe1   , 1.946 , O1    ,    8
 HAXXOU   , Fe1   , 1.958 , O2    ,    8
 HAXXOU   , Fe1   , 2.136 , N3    ,    7
 HAXXOU   , Fe1   , 2.169 , N2    ,    7
 HAXXOU   , Fe1   , 2.398 , N1    ,    7
 HAXXOU   , Fe1   , 2.452 , Br1   ,   35
 HAXYAH   , Fe1   , 2.164 , N3    ,    7
 HAXYAH   , Fe1   , 2.172 , N4    ,    7
 HAXYAH   , Fe1   , 2.179 , N1    ,    7
 HAXYAH   , Fe1   , 2.181 , N2    ,    7
 HAXYAH   , Fe1   , 2.274 , Cl1   ,   17
 HAXYAH   , Fe1   , 2.285 , Cl2   ,   17
 HAXYEL   , Fe1   , 1.927 , O1    ,    8
 HAXYEL   , Fe1   , 1.947 , O2    ,    8
 HAXYEL   , Fe1   , 2.114 , N4    ,    7
 HAXYEL   , Fe1   , 2.134 , N3    ,    7
 HAXYEL   , Fe1   , 2.148 , N2    ,    7
 HAXYEL   , Fe1   , 2.172 , N1    ,    7
 HAYLAV   , Fe1   ,  1.94 , N6    ,    7
 HAYLAV   , Fe1   , 1.948 , N12   ,    7
 HAYLAV   , Fe1   ,  1.95 , N10   ,    7
 HAYLAV   , Fe1   , 1.953 , N8    ,    7
 HAYLAV   , Fe1   , 1.966 , N2    ,    7
 HAYLAV   , Fe1   , 1.969 , N4    ,    7
 HAYLAV   , Fe2   , 2.157 , Cl1   ,   17
 HAYLAV   , Fe2   , 2.162 , Cl3   ,   17
 HAYLAV   , Fe2   , 2.173 , Cl4   ,   17
 HAYLAV   , Fe2   , 2.197 , Cl2   ,   17
 HAYLEZ   , Fe1   , 1.948 , N2    ,    7
 HAYLEZ   , Fe1   , 1.948 , N8    ,    7
 HAYLEZ   , Fe1   , 1.949 , N4    ,    7
 HAYLEZ   , Fe1   , 1.953 , N10   ,    7
 HAYLEZ   , Fe1   , 1.958 , N12   ,    7
 HAYLEZ   , Fe1   , 1.964 , N6    ,    7
 HAYLEZ   , Fe2   , 2.178 , Cl4   ,   17
 HAYLEZ   , Fe2   , 2.182 , Cl3   ,   17
 HAYLEZ   , Fe2   , 2.188 , Cl1   ,   17
 HAYLEZ   , Fe2   , 2.191 , Cl2   ,   17
 HAYPAA   , Fe1   , 2.161 , Cl2   ,   17
 HAYPAA   , Fe1   , 2.169 , Cl3   ,   17
 HAYPAA   , Fe1   ,  2.18 , Cl1   ,   17
 HAYPAA   , Fe1   , 2.182 , Cl4   ,   17
 HAZZEO   , Fe1   , 2.157 , Cl1   ,   17
 HAZZEO   , Fe1   , 2.165 , Cl4   ,   17
 HAZZEO   , Fe1   , 2.177 , Cl2   ,   17
 HAZZEO   , Fe1   , 2.202 , Cl3   ,   17
 HEBTEN   , Fe1   ,  1.73 , O1    ,    8
 HEBTEN   , Fe1   , 2.203 , Cl3   ,   17
 HEBTEN   , Fe1   , 2.212 , Cl2   ,   17
 HEBTEN   , Fe1   , 2.233 , Cl1   ,   17
 HEBYOC   , Fe1   , 2.252 , Cl2   ,   17
 HEBYOC   , Fe1   , 2.263 , Cl1   ,   17
 HEBYOC   , Fe1   , 2.276 , Cl3   ,   17
 HEBYOC   , Fe1   , 2.538 , S3    ,   16
 HEBYOC   , Fe1   ,  2.58 , S1    ,   16
 HEBYOC   , Fe1   , 2.584 , S2    ,   16
 HEDROX   , Fe1   , 1.896 , O1    ,    8
 HEDROX   , Fe1   , 1.995 , O5    ,    8
 HEDROX   , Fe1   , 2.006 , O4    ,    8
 HEDROX   , Fe1   , 2.014 , O3    ,    8
 HEDROX   , Fe1   , 2.019 , O2    ,    8
 HEDROX   , Fe1   , 2.083 , O6    ,    8
 HEDROX   , Fe2   ,  1.89 , O1    ,    8
 HEDROX   , Fe2   , 1.997 , O8    ,    8
 HEDROX   , Fe2   , 2.001 , O9    ,    8
 HEDROX   , Fe2   , 2.005 , O7    ,    8
 HEDROX   , Fe2   ,  2.03 , O10   ,    8
 HEDROX   , Fe2   , 2.096 , O11   ,    8
 HEDROX   , Fe3   , 1.906 , O1    ,    8
 HEDROX   , Fe3   , 1.994 , O14   ,    8
 HEDROX   , Fe3   , 1.995 , O15   ,    8
 HEDROX   , Fe3   , 1.999 , O13   ,    8
 HEDROX   , Fe3   , 2.001 , O12   ,    8
 HEDROX   , Fe3   , 2.092 , O16   ,    8
 HEMTAV   , Fe1   , 1.677 , N2    ,    7
 HEMTAV   , Fe1   , 1.688 , N1    ,    7
 HEMTAV   , Fe1   , 2.021 , N3    ,    7
 HEMTAV   , Fe1   , 2.271 , S1    ,   16
 HEPQUP   , Fe1   , 2.165 , Cl2   ,   17
 HEPQUP   , Fe1   , 2.177 , Cl3   ,   17
 HEPQUP   , Fe1   , 2.188 , Cl4   ,   17
 HEPQUP   , Fe1   , 2.233 , Cl1   ,   17
 HEQDIR   , Fe1   , 1.902 , O1    ,    8
 HEQDIR   , Fe1   ,     2 , O9    ,    8
 HEQDIR   , Fe1   , 2.014 , O11   ,    8
 HEQDIR   , Fe1   , 2.019 , O8    ,    8
 HEQDIR   , Fe1   , 2.023 , O6    ,    8
 HEQDIR   , Fe1   , 2.075 , O4    ,    8
 HEQDIR   , Fe2   , 1.895 , O1    ,    8
 HEQDIR   , Fe2   ,  2.01 , O12   ,    8
 HEQDIR   , Fe2   , 2.016 , O15   ,    8
 HEQDIR   , Fe2   , 2.023 , O13   ,    8
 HEQDIR   , Fe2   ,  2.03 , O10   ,    8
 HEQDIR   , Fe2   , 2.063 , O3    ,    8
 HEQDIR   , Fe3   , 1.914 , O1    ,    8
 HEQDIR   , Fe3   , 1.995 , O14   ,    8
 HEQDIR   , Fe3   , 2.004 , O5    ,    8
 HEQDIR   , Fe3   ,  2.02 , O7    ,    8
 HEQDIR   , Fe3   , 2.043 , O16   ,    8
 HEQDIR   , Fe3   , 2.057 , O2    ,    8
 HEQDIR   , Fe4   , 1.895 , O17   ,    8
 HEQDIR   , Fe4   , 1.988 , O30   ,    8
 HEQDIR   , Fe4   , 2.004 , O31   ,    8
 HEQDIR   , Fe4   , 2.032 , O23   ,    8
 HEQDIR   , Fe4   , 2.051 , O28   ,    8
 HEQDIR   , Fe4   , 2.064 , O20   ,    8
 HEQDIR   , Fe5   ,   1.9 , O17   ,    8
 HEQDIR   , Fe5   ,     2 , O24   ,    8
 HEQDIR   , Fe5   , 2.001 , O21   ,    8
 HEQDIR   , Fe5   , 2.018 , O25   ,    8
 HEQDIR   , Fe5   , 2.048 , O32   ,    8
 HEQDIR   , Fe5   , 2.077 , O18   ,    8
 HEQDIR   , Fe6   , 1.918 , O17   ,    8
 HEQDIR   , Fe6   , 2.001 , O27   ,    8
 HEQDIR   , Fe6   , 2.012 , O26   ,    8
 HEQDIR   , Fe6   , 2.018 , O22   ,    8
 HEQDIR   , Fe6   , 2.036 , O29   ,    8
 HEQDIR   , Fe6   , 2.058 , O19   ,    8
 HEQDIR   , Fe7   , 1.908 , O33   ,    8
 HEQDIR   , Fe7   , 1.984 , O42   ,    8
 HEQDIR   , Fe7   , 2.021 , O47   ,    8
 HEQDIR   , Fe7   , 2.025 , O45   ,    8
 HEQDIR   , Fe7   , 2.056 , O44   ,    8
 HEQDIR   , Fe7   , 2.061 , O35   ,    8
 HEQDIR   , Fe8   , 1.897 , O33   ,    8
 HEQDIR   , Fe8   , 1.992 , O39   ,    8
 HEQDIR   , Fe8   , 1.995 , O43   ,    8
 HEQDIR   , Fe8   , 2.019 , O41   ,    8
 HEQDIR   , Fe8   , 2.056 , O34   ,    8
 HEQDIR   , Fe8   , 2.056 , O37   ,    8
 HEQDIR   , Fe9   , 1.907 , O33   ,    8
 HEQDIR   , Fe9   ,     2 , O38   ,    8
 HEQDIR   , Fe9   , 2.018 , O48   ,    8
 HEQDIR   , Fe9   , 2.022 , O46   ,    8
 HEQDIR   , Fe9   , 2.031 , O40   ,    8
 HEQDIR   , Fe9   , 2.072 , O36   ,    8
 HERJOD   , Fe1   , 1.951 , N5    ,    7
 HERJOD   , Fe1   , 1.951 , N5A   ,    7
 HERJOD   , Fe1   , 1.958 , N3    ,    7
 HERJOD   , Fe1   , 1.958 , N3A   ,    7
 HERJOD   , Fe1   , 1.961 , N1    ,    7
 HERJOD   , Fe1   , 1.961 , N1A   ,    7
 HERJOD   , Fe2   , 1.948 , N11   ,    7
 HERJOD   , Fe2   , 1.948 , N11A  ,    7
 HERJOD   , Fe2   , 1.952 , N9    ,    7
 HERJOD   , Fe2   , 1.952 , N9A   ,    7
 HERJOD   , Fe2   , 1.964 , N7    ,    7
 HERJOD   , Fe2   , 1.964 , N7A   ,    7
 HETBUD   , Fe1   , 1.769 , O1    ,    8
 HETBUD   , Fe1   ,  1.99 , O2    ,    8
 HETBUD   , Fe1   , 2.103 , O6    ,    8
 HETBUD   , Fe1   , 2.132 , N2    ,    7
 HETBUD   , Fe1   , 2.141 , N5    ,    7
 HETBUD   , Fe1   , 2.278 , O5    ,    8
 HETSEF   , Fe1   , 2.218 , S2    ,   16
 HETSEF   , Fe1   , 2.224 , S3    ,   16
 HETSEF   , Fe1   , 2.229 , S4    ,   16
 HETSEF   , Fe1   , 2.235 , S1    ,   16
 HETSEF   , Fe1   , 2.494 , S1B   ,   16
 HIGJEM   , Fe5   , 2.169 , Cl2   ,   17
 HIGJEM   , Fe5   , 2.172 , Cl4   ,   17
 HIGJEM   , Fe5   , 2.173 , Cl3   ,   17
 HIGJEM   , Fe5   , 2.174 , Cl1   ,   17
 HIGJEM   , Fe6   , 2.152 , Cl5   ,   17
 HIGJEM   , Fe6   , 2.159 , Cl6   ,   17
 HIGJEM   , Fe6   , 2.161 , Cl7   ,   17
 HIGJEM   , Fe6   , 2.161 , Cl7B  ,   17
 HIGJEM   , Fe7   , 2.141 , Cl9   ,   17
 HIGJEM   , Fe7   , 2.149 , Cl10  ,   17
 HIGJEM   , Fe7   , 2.162 , Cl8   ,   17
 HIGJEM   , Fe7   , 2.162 , Cl8B  ,   17
 HIMPOI   , Fe1   , 1.872 , O1    ,    8
 HIMPOI   , Fe1   , 1.874 , O2    ,    8
 HIMPOI   , Fe1   , 2.025 , O3    ,    8
 HIMPOI   , Fe1   , 2.087 , O4    ,    8
 HIMPOI   , Fe1   , 2.236 , N1    ,    7
 HIMPOI   , Fe1   , 2.259 , N2    ,    7
 HIPYIO   , Fe1   , 1.763 , O1    ,    8
 HIPYIO   , Fe1   , 2.112 , N1    ,    7
 HIPYIO   , Fe1   , 2.214 , N3    ,    7
 HIPYIO   , Fe1   , 2.307 , S4    ,   16
 HIPYIO   , Fe1   , 2.357 , S2    ,   16
 HIPYIO   , Fe2   , 1.773 , O1    ,    8
 HIPYIO   , Fe2   , 2.129 , N2    ,    7
 HIPYIO   , Fe2   ,  2.16 , N4    ,    7
 HIPYIO   , Fe2   , 2.341 , S1    ,   16
 HIPYIO   , Fe2   ,  2.35 , S3    ,   16
 HIQBEP   , Fe1   , 2.005 , O5    ,    8
 HIQBEP   , Fe1   , 2.016 , O1    ,    8
 HIQBEP   , Fe1   , 2.028 , O3    ,    8
 HIQBEP   , Fe1   ,  2.03 , O7    ,    8
 HIQBEP   , Fe1   ,  2.05 , N1    ,    7
 HIQBEP   , Fe1   ,  2.06 , N2    ,    7
 HIQBEP   , Fe2   , 2.008 , O15   ,    8
 HIQBEP   , Fe2   , 2.025 , O9    ,    8
 HIQBEP   , Fe2   , 2.026 , O13   ,    8
 HIQBEP   , Fe2   , 2.044 , O11   ,    8
 HIQBEP   , Fe2   , 2.057 , N4    ,    7
 HIQBEP   , Fe2   , 2.075 , N3    ,    7
 HIRGUK   , Fe1   , 2.028 , N2    ,    7
 HIRGUK   , Fe1   , 2.028 , N2F   ,    7
 HIRGUK   , Fe1   , 2.047 , N1    ,    7
 HIRGUK   , Fe1   , 2.047 , N1F   ,    7
 HIRGUK   , Fe1   , 2.238 , Cl1   ,   17
 HITFAS   , Fe1   , 1.956 , O2B   ,    8
 HITFAS   , Fe1   , 1.962 , O2    ,    8
 HITFAS   , Fe1   , 1.969 , O2A   ,    8
 HITFAS   , Fe1   ,  2.11 , O1B   ,    8
 HITFAS   , Fe1   ,  2.12 , O1A   ,    8
 HITFAS   , Fe1   , 2.122 , O1    ,    8
 HITFAS   , Fe2   , 1.946 , O5    ,    8
 HITFAS   , Fe2   , 1.946 , O5A   ,    8
 HITFAS   , Fe2   , 1.946 , O5B   ,    8
 HITFAS   , Fe2   , 2.082 , O6    ,    8
 HITFAS   , Fe2   , 2.082 , O6A   ,    8
 HITFAS   , Fe2   , 2.082 , O6B   ,    8
 HITHOI   , Fe1   ,  1.85 , O2    ,    8
 HITHOI   , Fe1   , 1.853 , O3    ,    8
 HITHOI   , Fe1   , 2.073 , O1    ,    8
 HITHOI   , Fe1   , 2.224 , N1    ,    7
 HITHOI   , Fe1   , 2.274 , Cl1   ,   17
 HIVGAU   , Fe1   , 1.668 , N3    ,    7
 HIVGAU   , Fe1   , 1.996 , N2    ,    7
