2.999999999999999889e-02,0.000000000000000000e+00
8.999999999999999667e-02,0.000000000000000000e+00
1.499999999999999944e-01,0.000000000000000000e+00
2.099999999999999922e-01,0.000000000000000000e+00
2.700000000000000178e-01,0.000000000000000000e+00
3.299999999999999600e-01,0.000000000000000000e+00
3.900000000000000133e-01,0.000000000000000000e+00
4.499999999999999556e-01,0.000000000000000000e+00
5.100000000000000089e-01,0.000000000000000000e+00
5.699999999999999512e-01,0.000000000000000000e+00
6.299999999999998934e-01,0.000000000000000000e+00
6.899999999999999467e-01,0.000000000000000000e+00
7.500000000000000000e-01,0.000000000000000000e+00
8.099999999999999423e-01,0.000000000000000000e+00
8.699999999999998845e-01,0.000000000000000000e+00
9.299999999999999378e-01,0.000000000000000000e+00
9.899999999999999911e-01,0.000000000000000000e+00
1.050000000000000044e+00,0.000000000000000000e+00
1.109999999999999876e+00,0.000000000000000000e+00
1.169999999999999929e+00,0.000000000000000000e+00
1.229999999999999982e+00,0.000000000000000000e+00
1.289999999999999813e+00,0.000000000000000000e+00
1.349999999999999867e+00,0.000000000000000000e+00
1.409999999999999920e+00,0.000000000000000000e+00
1.469999999999999973e+00,0.000000000000000000e+00
1.530000000000000027e+00,0.000000000000000000e+00
1.589999999999999858e+00,0.000000000000000000e+00
1.649999999999999911e+00,0.000000000000000000e+00
1.709999999999999964e+00,0.000000000000000000e+00
1.769999999999999796e+00,0.000000000000000000e+00
1.829999999999999849e+00,0.000000000000000000e+00
1.889999999999999902e+00,0.000000000000000000e+00
1.949999999999999956e+00,0.000000000000000000e+00
2.010000000000000231e+00,0.000000000000000000e+00
2.070000000000000284e+00,0.000000000000000000e+00
2.130000000000000338e+00,0.000000000000000000e+00
2.189999999999999947e+00,0.000000000000000000e+00
2.250000000000000000e+00,1.000000000000000000e+00
2.310000000000000053e+00,0.000000000000000000e+00
2.370000000000000107e+00,3.000000000000000000e+00
2.430000000000000160e+00,2.000000000000000000e+00
2.490000000000000213e+00,2.000000000000000000e+00
2.550000000000000266e+00,2.000000000000000000e+00
2.609999999999999876e+00,2.000000000000000000e+00
2.669999999999999929e+00,1.000000000000000000e+01
2.729999999999999982e+00,1.300000000000000000e+01
2.790000000000000036e+00,1.800000000000000000e+01
2.850000000000000089e+00,7.000000000000000000e+00
2.910000000000000142e+00,5.000000000000000000e+00
2.970000000000000195e+00,1.000000000000000000e+00
3.030000000000000249e+00,2.000000000000000000e+00
3.090000000000000302e+00,2.000000000000000000e+00
3.149999999999999911e+00,4.000000000000000000e+00
3.209999999999999964e+00,5.000000000000000000e+00
3.270000000000000018e+00,4.000000000000000000e+00
3.330000000000000071e+00,6.000000000000000000e+00
3.390000000000000124e+00,6.000000000000000000e+00
3.450000000000000178e+00,1.000000000000000000e+01
3.510000000000000231e+00,9.000000000000000000e+00
3.569999999999999840e+00,4.000000000000000000e+00
3.629999999999999893e+00,3.000000000000000000e+00
3.689999999999999947e+00,8.000000000000000000e+00
3.750000000000000000e+00,1.200000000000000000e+01
3.810000000000000053e+00,8.000000000000000000e+00
3.870000000000000107e+00,5.000000000000000000e+00
3.930000000000000160e+00,1.200000000000000000e+01
3.989999999999999769e+00,1.000000000000000000e+01
4.049999999999999822e+00,2.800000000000000000e+01
4.109999999999999432e+00,2.200000000000000000e+01
4.169999999999999929e+00,2.500000000000000000e+01
4.229999999999999538e+00,1.100000000000000000e+01
4.290000000000000036e+00,1.800000000000000000e+01
4.349999999999999645e+00,1.800000000000000000e+01
4.409999999999999254e+00,1.700000000000000000e+01
4.469999999999999751e+00,1.000000000000000000e+01
4.529999999999999361e+00,3.000000000000000000e+00
4.589999999999999858e+00,2.000000000000000000e+00
4.649999999999999467e+00,5.000000000000000000e+00
4.709999999999999964e+00,5.000000000000000000e+00
4.769999999999999574e+00,0.000000000000000000e+00
4.829999999999999183e+00,3.000000000000000000e+00
4.889999999999999680e+00,0.000000000000000000e+00
4.949999999999999289e+00,0.000000000000000000e+00
5.009999999999999787e+00,0.000000000000000000e+00
5.069999999999999396e+00,0.000000000000000000e+00
5.129999999999999893e+00,0.000000000000000000e+00
5.189999999999999503e+00,0.000000000000000000e+00
5.249999999999999112e+00,0.000000000000000000e+00
5.309999999999999609e+00,0.000000000000000000e+00
5.369999999999999218e+00,0.000000000000000000e+00
5.429999999999999716e+00,0.000000000000000000e+00
5.489999999999999325e+00,0.000000000000000000e+00
5.549999999999999822e+00,0.000000000000000000e+00
5.609999999999999432e+00,0.000000000000000000e+00
5.669999999999999929e+00,0.000000000000000000e+00
5.729999999999999538e+00,0.000000000000000000e+00
5.789999999999999147e+00,0.000000000000000000e+00
5.849999999999999645e+00,0.000000000000000000e+00
5.909999999999999254e+00,0.000000000000000000e+00
5.969999999999999751e+00,0.000000000000000000e+00
