refcode,pick,cation_lbl,ox. state,BVS,anion_lbl,d,r0,bv
NELGOA,0,Fe1,2,1.2653962184893275,N1B,2.389,1.7725897163682813,0.18900652521995046
NELGOA,0,Fe1,2,1.2653962184893275,N1,2.389,1.7725897163682813,0.18900652521995046
NELGOA,0,Fe1,2,1.2653962184893275,N2B,2.426,1.7725897163682813,0.17102017627196828
NELGOA,0,Fe1,2,1.2653962184893275,N2,2.426,1.7725897163682813,0.17102017627196828
NELGOA,0,Fe1,2,1.2653962184893275,N3B,2.482,1.7725897163682813,0.1469996473925318
NELGOA,0,Fe1,2,1.2653962184893275,N3,2.482,1.7725897163682813,0.1469996473925318
NELGOA,0,Fe1,2,1.2653962184893275,N4B,2.54,1.7725897163682813,0.12567176036021321
NELGOA,0,Fe1,2,1.2653962184893275,N4,2.54,1.7725897163682813,0.12567176036021321
KANBAC,0,Fe1,2,1.4060979147350703,N1,1.897,1.7725897163682813,0.7144487520367685
KANBAC,0,Fe1,2,1.4060979147350703,N2,1.909,1.7725897163682813,0.69164916269830179
MAQLIZ,0,Fe1,2,1.4960242991776411,N6,2.226,1.7725897163682813,0.2936304723396535
MAQLIZ,0,Fe1,2,1.4960242991776411,N8,2.233,1.7725897163682813,0.28812752032904254
MAQLIZ,0,Fe1,2,1.4960242991776411,N4,2.302,1.7725897163682813,0.23910832085055919
MAQLIZ,0,Fe1,2,1.4960242991776411,N3,2.314,1.7725897163682813,0.23147786239253598
MAQLIZ,0,Fe1,2,1.4960242991776411,N2,2.316,1.7725897163682813,0.23023000632625315
MAQLIZ,0,Fe1,2,1.4960242991776411,N1,2.344,1.7725897163682813,0.21345011693959692
JIRWUC,0,Fe2,2,1.530298542026447,N3,1.923,1.7725897163682813,0.66596758547395096
JIRWUC,0,Fe2,2,1.530298542026447,N1B,2.083,1.7725897163682813,0.43216547827624807
JIRWUC,0,Fe2,2,1.530298542026447,N1,2.083,1.7725897163682813,0.43216547827624807
LESRUX,0,Fe1,2,1.55535253698655,N1B,2.26,1.7725897163682813,0.26785082116470815
LESRUX,0,Fe1,2,1.55535253698655,N1,2.26,1.7725897163682813,0.26785082116470815
LESRUX,0,Fe1,2,1.55535253698655,N2B,2.406,1.7725897163682813,0.18051892022866292
LESRUX,0,Fe1,2,1.55535253698655,N2,2.406,1.7725897163682813,0.18051892022866292
LESRUX,0,Fe1,2,1.55535253698655,N4B,2.422,1.7725897163682813,0.17287907302841898
LESRUX,0,Fe1,2,1.55535253698655,N4,2.422,1.7725897163682813,0.17287907302841898
LESRUX,0,Fe1,2,1.55535253698655,N3B,2.459,1.7725897163682813,0.15642745407148481
LESRUX,0,Fe1,2,1.55535253698655,N3,2.459,1.7725897163682813,0.15642745407148481
SEBHUE,0,Fe1,2,1.6123959664683647,N1,1.915,1.7725897163682813,0.68052368074126512
SEBHUE,0,Fe1,2,1.6123959664683647,N2,2.048,1.7725897163682813,0.47504197144057608
SEBHUE,0,Fe1,2,1.6123959664683647,S1,2.384,2.0941259935895662,0.45683031428652343
MEMYIN,0,Fe1,2,1.6561043184641675,N5,2.16,1.7725897163682813,0.35096989773727183
MEMYIN,0,Fe1,2,1.6561043184641675,N8,2.196,1.7725897163682813,0.31843015616490766
MEMYIN,0,Fe1,2,1.6561043184641675,N2,2.257,1.7725897163682813,0.27003141286994709
MEMYIN,0,Fe1,2,1.6561043184641675,N4,2.272,1.7725897163682813,0.25930312798291344
MEMYIN,0,Fe1,2,1.6561043184641675,N3,2.316,1.7725897163682813,0.23023000632625315
MEMYIN,0,Fe1,2,1.6561043184641675,N1,2.321,1.7725897163682813,0.22713971738287408
WOJLUC,0,Fe1,2,1.6873004227766999,N2B,2.227,1.7725897163682813,0.29283794792982043
