 refcode  , lab1  , dist1 , lab2  , ano2 
 ETOGAW   , Fe1   ,  2.21 , N2    ,    7
 ETOGAW   , Fe1   , 2.167 , N1    ,    7
 ETOGAW   , Fe1   , 2.565 , Br1   ,   35
 ETOGEA   , Fe1   , 2.247 , N3    ,    7
 ETOGEA   , Fe1   , 2.284 , N2    ,    7
 ETOGEA   , Fe1   , 2.317 , N5    ,    7
 ETOGEA   , Fe1   , 2.363 , Cl1   ,   17
 ETOGEA   , Fe1   , 2.183 , N4    ,    7
 ETOGEA   , Fe1   , 2.175 , N1    ,    7
 ETOHEB   , Fe1   , 2.221 , N4    ,    7
 ETOHEB   , Fe1   , 2.252 , N3    ,    7
 ETOHEB   , Fe1   , 2.142 , N5    ,    7
 ETOHEB   , Fe1   , 2.069 , N6    ,    7
 ETOHEB   , Fe1   , 2.236 , N2    ,    7
 ETOHEB   , Fe1   , 2.242 , N1    ,    7
 ETOHEB   , Fe2   , 2.068 , N12   ,    7
 ETOHEB   , Fe2   , 2.237 , N10   ,    7
 ETOHEB   , Fe2   , 2.235 , N8    ,    7
 ETOHEB   , Fe2   , 2.141 , N11   ,    7
 ETOHEB   , Fe2   , 2.212 , N9    ,    7
 ETOHEB   , Fe2   , 2.243 , N7    ,    7
 ETOHOL   , Fe1   , 2.275 , N3    ,    7
 ETOHOL   , Fe1   , 2.231 , N2    ,    7
 ETOHOL   , Fe1   , 2.091 , N6    ,    7
 ETOHOL   , Fe1   , 2.162 , N5    ,    7
 ETOHOL   , Fe1   , 2.298 , N1    ,    7
 ETOHOL   , Fe1   , 2.109 , N7    ,    7
 ETOHUR   , Fe1   ,   2.3 , N3    ,    7
 ETOHUR   , Fe1   ,  2.35 , N4    ,    7
 ETOHUR   , Fe1   , 2.213 , N1    ,    7
 ETOHUR   , Fe1   , 2.107 , N6    ,    7
 ETOHUR   , Fe1   , 2.215 , N2    ,    7
 ETOHUR   , Fe1   , 2.041 , N5    ,    7
 ETONIL   , Fe1   , 2.233 , N5    ,    7
 ETONIL   , Fe1   , 2.196 , N1    ,    7
 ETONIL   , Fe1   , 2.192 , N3    ,    7
 ETONIL   , Fe1   , 2.219 , N2    ,    7
 ETONIL   , Fe1   , 2.203 , N6    ,    7
 ETONIL   , Fe1   ,   2.2 , N4    ,    7
 ETOREL   , Fe1   , 1.962 , N8    ,    7
 ETOREL   , Fe1   , 1.968 , N3    ,    7
 ETOREL   , Fe1   , 1.972 , N6    ,    7
 ETOREL   , Fe1   , 1.978 , N1    ,    7
 ETOREL   , Fe1   , 1.881 , N7    ,    7
 ETOREL   , Fe1   , 1.885 , N2    ,    7
 ETUDOM   , Fe1   , 2.177 , N2    ,    7
 ETUDOM   , Fe1   ,  2.19 , N3    ,    7
 ETUDOM   , Fe1   , 2.177 , N1    ,    7
 ETUDOM   , Fe1   , 2.103 , O3    ,    8
 ETUDOM   , Fe1   , 2.097 , O1    ,    8
 ETUDOM   , Fe1   , 2.102 , O2    ,    8
 ETUFOO   , Fe1   , 1.889 , N4    ,    7
 ETUFOO   , Fe1   , 1.894 , N8    ,    7
 ETUFOO   , Fe1   , 1.898 , N6    ,    7
 ETUFOO   , Fe1   ,  1.98 , N7    ,    7
 ETUFOO   , Fe1   , 1.967 , N9    ,    7
 ETUFOO   , Fe1   , 1.983 , N5    ,    7
 EWAFAK   , Fe1   , 1.876 , O1    ,    8
 EWAFAK   , Fe1   , 1.973 , N1A   ,    7
 EWAFAK   , Fe1   , 1.973 , N1    ,    7
 EWAFAK   , Fe1   , 1.876 , O1A   ,    8
 EWAFAK   , Fe1   , 1.983 , N2A   ,    7
 EWAFAK   , Fe1   , 1.983 , N2    ,    7
 EWAFAK   , Fe2   , 1.962 , N4A   ,    7
 EWAFAK   , Fe2   , 1.884 , O3A   ,    8
 EWAFAK   , Fe2   , 1.962 , N4    ,    7
 EWAFAK   , Fe2   , 1.989 , N5A   ,    7
 EWAFAK   , Fe2   , 1.989 , N5    ,    7
 EWAFAK   , Fe2   , 1.884 , O3    ,    8
 EWIVAI   , Fe1   , 2.197 , N1    ,    7
 EWIVAI   , Fe1   , 2.437 , Cl2   ,   17
 EWIVAI   , Fe1   , 2.377 , Cl1   ,   17
 EWIVAI   , Fe1   , 2.327 , N3    ,    7
 EWIVAI   , Fe1   , 2.203 , N2    ,    7
 EWIVAI   , Fe1   , 2.222 , N4    ,    7
 EWIVEM   , Fe1   , 2.213 , N2    ,    7
 EWIVEM   , Fe1   , 2.236 , N4    ,    7
 EWIVEM   , Fe1   , 2.214 , N1    ,    7
 EWIVEM   , Fe1   , 2.452 , Cl1   ,   17
 EWIVEM   , Fe1   , 2.342 , N3    ,    7
 EWIVEM   , Fe1   , 2.382 , Cl2   ,   17
 EWIVIQ   , Fe1   , 2.431 , Cl2   ,   17
 EWIVIQ   , Fe1   , 2.416 , Cl1   ,   17
 EWIVIQ   , Fe1   , 2.329 , N4    ,    7
 EWIVIQ   , Fe1   , 2.195 , N2    ,    7
 EWIVIQ   , Fe1   , 2.199 , N1    ,    7
 EWIVIQ   , Fe1   , 2.217 , N3    ,    7
 EXOMOU01 , Fe1   , 1.934 , N3    ,    7
 EXOMOU01 , Fe1   , 1.965 , N2    ,    7
 EXOMOU01 , Fe1   , 2.036 , N4A   ,    7
 EXOMOU01 , Fe1   , 1.934 , N3A   ,    7
 EXOMOU01 , Fe1   , 2.036 , N4    ,    7
 EXOMOU01 , Fe1   , 1.965 , N2A   ,    7
 EXOVUI   , Fe1   , 1.985 , N1    ,    7
 EXOVUI   , Fe1   , 1.979 , N5    ,    7
 EXOVUI   , Fe1   , 1.985 , N1D   ,    7
 EXOVUI   , Fe1   , 1.975 , N3D   ,    7
 EXOVUI   , Fe1   , 1.975 , N3    ,    7
 EXOVUI   , Fe1   , 1.979 , N5D   ,    7
 EXOVUI   , Fe2   ,  2.28 , Cl1G  ,   17
 EXOVUI   , Fe2   ,  2.28 , Cl1   ,   17
 EXOVUI   , Fe2   , 2.365 , Cl2   ,   17
 EXOVUI   , Fe2   , 2.365 , Cl2G  ,   17
 EXOWET   , Fe1   , 2.329 , Cl2   ,   17
 EXOWET   , Fe1   , 2.325 , Cl1   ,   17
 EXOWET   , Fe1   , 2.108 , N3    ,    7
 EXOWET   , Fe1   , 2.242 , O2    ,    8
 EXOWET   , Fe1   , 2.149 , N1    ,    7
 EXOWIX   , Fe1   , 1.995 , N11   ,    7
 EXOWIX   , Fe1   , 1.978 , N3    ,    7
 EXOWIX   , Fe1   , 1.994 , N9    ,    7
 EXOWIX   , Fe1   , 1.961 , N5    ,    7
 EXOWIX   , Fe1   , 1.979 , N7    ,    7
 EXOWIX   , Fe1   , 1.986 , N1    ,    7
 EXOWOD   , Fe1   , 2.434 , Cl1   ,   17
 EXOWOD   , Fe1   , 2.207 , N7    ,    7
 EXOWOD   , Fe1   , 2.196 , N1    ,    7
 EXOWOD   , Fe1   , 2.172 , N5    ,    7
 EXOWOD   , Fe1   , 2.171 , N3    ,    7
 EXOWOD   , Fe1   , 2.473 , Cl2   ,   17
 EXUFUZ   , Fe1   ,  1.98 , N5    ,    7
 EXUFUZ   , Fe1   , 1.973 , N6    ,    7
 EXUFUZ   , Fe1   , 1.972 , N2    ,    7
 EXUFUZ   , Fe1   , 1.964 , N4    ,    7
 EXUFUZ   , Fe1   , 1.971 , N3    ,    7
 EXUFUZ   , Fe1   , 1.966 , N1    ,    7
 EYAPUP   , Fe1   , 2.208 , O2A   ,    8
 EYAPUP   , Fe1   , 2.353 , N1    ,    7
 EYAPUP   , Fe1   , 2.208 , O2    ,    8
 EYAPUP   , Fe1   , 2.139 , N5A   ,    7
 EYAPUP   , Fe1   , 2.139 , N5    ,    7
 EYAPUP   , Fe1   , 2.353 , N1A   ,    7
 EYIRUA   , Fe1   , 2.477 , S1    ,   16
 EYIRUA   , Fe1   , 2.444 , Cl1   ,   17
 EYIRUA   , Fe1   , 2.362 , Cl2   ,   17
 EYIRUA   , Fe1   , 2.328 , N2    ,    7
 EYIRUA   , Fe1   , 2.586 , S2    ,   16
 EYIRUA   , Fe1   , 2.141 , N1    ,    7
 EZAGIW   , Fe1   , 2.162 , N5    ,    7
 EZAGIW   , Fe1   , 2.093 , N2    ,    7
 EZAGIW   , Fe1   , 2.112 , N1    ,    7
 EZAGIW   , Fe1   , 2.208 , N3    ,    7
 EZAGIW   , Fe1   ,  2.22 , N6    ,    7
 EZAGIW   , Fe1   , 2.239 , N4    ,    7
 FACNEC   , Fe1   , 2.356 , S3    ,   16
 FACNEC   , Fe1   , 2.358 , S1    ,   16
 FACNEC   , Fe1   , 2.398 , Br1   ,   35
 FACNEC   , Fe1   , 2.339 , S2    ,   16
 FACNEC   , Fe2   , 2.326 , S4    ,   16
 FACNEC   , Fe2   , 2.329 , S6    ,   16
 FACNEC   , Fe2   , 2.347 , S1    ,   16
 FACNEC   , Fe2   , 2.407 , Br2   ,   35
 FACNEC   , Fe3   , 2.393 , Br3   ,   35
 FACNEC   , Fe3   , 2.341 , S2    ,   16
 FACNEC   , Fe3   , 2.334 , S4    ,   16
 FACNEC   , Fe3   , 2.318 , S5    ,   16
 FACNEC   , Fe4   , 2.419 , Br4   ,   35
 FACNEC   , Fe4   , 2.326 , S5    ,   16
 FACNEC   , Fe4   , 2.368 , S3    ,   16
 FACNEC   , Fe4   , 2.337 , S6    ,   16
 FACNEC   , Fe5   ,  2.33 , S9    ,   16
 FACNEC   , Fe5   ,  2.34 , S8    ,   16
 FACNEC   , Fe5   , 2.342 , S7    ,   16
 FACNEC   , Fe5   ,   2.4 , Br5   ,   35
 FACNEC   , Fe6   , 2.369 , S7    ,   16
 FACNEC   , Fe6   , 2.344 , S12   ,   16
 FACNEC   , Fe6   ,  2.34 , S10   ,   16
 FACNEC   , Fe6   , 2.423 , Br6   ,   35
 FACNEC   , Fe7   , 2.417 , Br7   ,   35
 FACNEC   , Fe7   , 2.343 , S8    ,   16
 FACNEC   , Fe7   , 2.337 , S10   ,   16
 FACNEC   , Fe7   , 2.332 , S11   ,   16
 FACNEC   , Fe8   ,  2.35 , S9    ,   16
 FACNEC   , Fe8   , 2.345 , S11   ,   16
 FACNEC   , Fe8   ,  2.33 , S12   ,   16
 FACNEC   , Fe8   , 2.416 , Br8   ,   35
 FADRAE   , Fe1   , 2.192 , N2    ,    7
 FADRAE   , Fe1   , 1.895 , O2    ,    8
 FADRAE   , Fe1   , 1.891 , O1    ,    8
 FADRAE   , Fe1   , 2.289 , Cl1   ,   17
 FADRAE   , Fe1   , 2.599 , S1    ,   16
 FADRAE   , Fe1   , 2.197 , N1    ,    7
 FADVUC   , Fe1   , 2.114 , N6    ,    7
 FADVUC   , Fe1   , 2.114 , N6A   ,    7
 FADVUC   , Fe1   , 2.191 , N2    ,    7
 FADVUC   , Fe1   , 2.191 , N2A   ,    7
 FADVUC   , Fe1   , 2.214 , N1    ,    7
 FADVUC   , Fe1   , 2.214 , N1A   ,    7
 FAHXOB   , Fe1   , 2.511 , N3    ,    7
 FAHXOB   , Fe1   , 2.277 , Cl1   ,   17
 FAHXOB   , Fe1   , 2.131 , N4    ,    7
 FAHXOB   , Fe1   , 2.087 , N1    ,    7
 FAHXOB   , Fe1   , 2.113 , N2    ,    7
 FANCUS01 , Fe1   , 1.904 , N2    ,    7
 FANCUS01 , Fe1   , 1.971 , N1    ,    7
 FANCUS01 , Fe1   , 1.971 , N1A   ,    7
 FANCUS01 , Fe1   , 1.904 , N2A   ,    7
 FANCUS01 , Fe1   , 1.973 , N5    ,    7
 FANCUS01 , Fe1   , 1.973 , N5A   ,    7
 FANLIP   , Fe1   , 2.351 , S2    ,   16
 FANLIP   , Fe1   , 2.325 , S1    ,   16
 FANLIP   , Fe1   , 2.196 , N2    ,    7
 FANLIP   , Fe1   , 2.136 , N3    ,    7
 FANLIP   , Fe1   , 2.109 , N1    ,    7
 FANLIP   , Fe2   , 2.118 , N4    ,    7
 FANLIP   , Fe2   , 2.353 , S3    ,   16
 FANLIP   , Fe2   , 2.148 , N6    ,    7
 FANLIP   , Fe2   , 2.231 , N5    ,    7
 FANLIP   , Fe2   ,  2.34 , S4    ,   16
 FANQUI   , Fe1   , 1.911 , N5    ,    7
 FANQUI   , Fe1   , 1.914 , N6    ,    7
 FANQUI   , Fe1   , 1.906 , N1    ,    7
 FANQUI   , Fe1   ,  1.92 , N3    ,    7
 FANQUI   , Fe1   , 1.901 , N4    ,    7
 FANQUI   , Fe1   , 1.903 , N2    ,    7
 FASNES   , Fe1   , 2.246 , N2    ,    7
 FASNES   , Fe1   , 2.274 , N1    ,    7
 FASNES   , Fe1   , 2.236 , N3    ,    7
 FASNES   , Fe1   , 2.075 , N5    ,    7
 FASNES   , Fe1   , 2.031 , N8    ,    7
 FASNES   , Fe1   , 1.738 , N4    ,    7
 FATBOR   , Fe1   , 2.521 , S2B   ,   16
 FATBOR   , Fe1   , 2.486 , S1    ,   16
 FATBOR   , Fe1   , 2.521 , S2    ,   16
 FATBOR   , Fe1   , 2.503 , S3B   ,   16
 FATBOR   , Fe1   , 2.503 , S3    ,   16
 FATBOR   , Fe1   , 2.486 , S1B   ,   16
 FAVGUE   , Fe1   ,  1.81 , N5    ,    7
 FAVGUE   , Fe1   , 2.091 , N6    ,    7
 FAVGUE   , Fe1   , 2.012 , N1    ,    7
 FAVGUE   , Fe1   , 2.002 , N4    ,    7
 FAVGUE   , Fe1   , 1.999 , N2    ,    7
 FAVGUE   , Fe1   , 1.995 , N3    ,    7
 FAVGUE   , Fe2   , 1.995 , N9    ,    7
 FAVGUE   , Fe2   , 1.986 , N8    ,    7
 FAVGUE   , Fe2   , 2.003 , N10   ,    7
 FAVGUE   , Fe2   , 1.803 , N12   ,    7
 FAVGUE   , Fe2   , 2.093 , N13   ,    7
 FAVGUE   , Fe2   , 2.016 , N11   ,    7
 FDAPSC10 , Fe1   , 2.195 , N5    ,    7
 FDAPSC10 , Fe1   ,  2.22 , N1    ,    7
 FDAPSC10 , Fe1   , 2.192 , O1    ,    8
 FDAPSC10 , Fe1   , 2.507 , Cl1   ,   17
 FDAPSC10 , Fe1   , 2.153 , O4    ,    8
 FDAPSC10 , Fe1   , 2.176 , O2    ,    8
 FDAPSC10 , Fe1   , 2.229 , N2    ,    7
 FEBMAB   , Fe1   ,  2.21 , N3B   ,    7
 FEBMAB   , Fe1   ,  2.21 , N3    ,    7
 FEBMAB   , Fe1   , 2.199 , N2B   ,    7
 FEBMAB   , Fe1   , 2.199 , N2    ,    7
 FEBMAB   , Fe1   , 2.229 , N1B   ,    7
 FEBMAB   , Fe1   , 2.229 , N1    ,    7
 FEBPAE   , Fe1   ,  2.19 , N3    ,    7
 FEBPAE   , Fe1   , 2.121 , N1    ,    7
 FEBPAE   , Fe1   , 2.064 , O3D   ,    8
 FEBPAE   , Fe1   , 2.323 , Cl1   ,   17
 FEBPAE   , Fe1   , 1.988 , O1    ,    8
 FEBPAE   , Fe1   , 1.964 , O3    ,    8
 FEBPEI   , Fe1   , 1.936 , O2    ,    8
 FEBPEI   , Fe1   , 1.995 , O1    ,    8
 FEBPEI   , Fe1   , 2.058 , O2B   ,    8
 FEBPEI   , Fe1   , 2.305 , Cl1   ,   17
 FEBPEI   , Fe1   , 2.173 , N1    ,    7
 FEBPEI   , Fe1   , 2.108 , N2    ,    7
 FEBPYC02 , Fe1   , 1.969 , N3A   ,    7
 FEBPYC02 , Fe1   , 1.969 , N3    ,    7
 FEBPYC02 , Fe1   , 1.964 , N2A   ,    7
 FEBPYC02 , Fe1   , 1.964 , N2    ,    7
 FEBPYC02 , Fe1   , 1.945 , N1    ,    7
 FEBPYC02 , Fe1   , 1.945 , N1A   ,    7
 FEDMSI10 , Fe2   , 2.173 , Cl2N  ,   17
 FEDMSI10 , Fe2   , 2.173 , Cl2K  ,   17
 FEDMSI10 , Fe2   , 2.173 , Cl2E  ,   17
 FEDMSI10 , Fe2   , 2.173 , Cl2   ,   17
 FEGBOJ   , Fe1   , 2.148 , N1    ,    7
 FEGBOJ   , Fe1   , 2.143 , N6    ,    7
 FEGBOJ   , Fe1   ,  2.06 , N2    ,    7
 FEGBOJ   , Fe1   , 2.223 , N5    ,    7
 FEGBOJ   , Fe1   , 2.292 , N3    ,    7
 FEGBOJ   , Fe1   , 2.271 , N4    ,    7
 FEHPYO   , Fe1   , 2.111 , O3D   ,    8
 FEHPYO   , Fe1   , 2.111 , O3E   ,    8
 FEHPYO   , Fe1   , 2.111 , O3    ,    8
 FEHPYO   , Fe1   , 2.111 , O3A   ,    8
 FEHPYO   , Fe1   , 2.111 , O3C   ,    8
 FEHPYO   , Fe1   , 2.111 , O3B   ,    8
 FEJBOM   , Fe1   , 2.155 , N3A   ,    7
 FEJBOM   , Fe1   , 2.196 , N1    ,    7
 FEJBOM   , Fe1   , 2.155 , N3B   ,    7
 FEJBOM   , Fe1   , 2.155 , N3    ,    7
 FEJBOM   , Fe1   , 2.196 , N1A   ,    7
 FEJBOM   , Fe1   , 2.196 , N1B   ,    7
 FEJCED   , Fe1   ,  1.98 , N7    ,    7
 FEJCED   , Fe1   , 1.976 , N1    ,    7
 FEJCED   , Fe1   , 1.972 , N3    ,    7
 FEJCED   , Fe1   , 1.962 , N5    ,    7
 FEJCED   , Fe1   ,  1.96 , N4    ,    7
 FEJCED   , Fe1   , 1.956 , N2    ,    7
 FEJJEK   , Fe2   ,  2.26 , Cl3   ,   17
 FEJJEK   , Fe2   , 2.268 , Cl4   ,   17
 FEJJEK   , Fe2   , 2.265 , Cl2   ,   17
 FEJJEK   , Fe2   , 2.282 , Cl1   ,   17
 FEKYEA   , Fe1   ,  1.95 , N1B   ,    7
 FEKYEA   , Fe1   ,  1.95 , N1A   ,    7
 FEKYEA   , Fe1   ,  1.95 , N1    ,    7
 FEKYEA   , Fe1   , 1.918 , N2    ,    7
 FEKYEA   , Fe1   , 1.918 , N2B   ,    7
 FEKYEA   , Fe1   ,  1.95 , N1C   ,    7
 FENCIL   , Fe1   ,   2.1 , O1A   ,    8
 FENCIL   , Fe1   , 2.131 , N7    ,    7
 FENCIL   , Fe1   ,   2.1 , O1    ,    8
 FENCIL   , Fe1   , 2.131 , N7A   ,    7
 FENCIL   , Fe1   , 2.182 , N1A   ,    7
 FENCIL   , Fe1   , 2.182 , N1    ,    7
 FEPAST10 , Fe1   , 1.979 , N2D   ,    7
 FEPAST10 , Fe1   , 1.978 , N2    ,    7
 FEPAST10 , Fe1   , 1.954 , N1D   ,    7
 FEPAST10 , Fe1   , 1.954 , N1    ,    7
 FEPAST10 , Fe1   , 1.974 , N3D   ,    7
 FEPAST10 , Fe1   , 1.974 , N3    ,    7
 FEPHCY   , Fe1   , 1.927 , N2    ,    7
 FEPHCY   , Fe1   , 1.926 , N4B   ,    7
 FEPHCY   , Fe1   , 1.926 , N4    ,    7
 FEPHCY   , Fe1   , 1.927 , N2B   ,    7
 FEPICA   , Fe1   , 2.206 , N4    ,    7
 FEPICA   , Fe1   , 2.185 , N1    ,    7
 FEPICA   , Fe1   , 2.196 , N5    ,    7
 FEPICA   , Fe1   , 2.187 , N3    ,    7
 FEPICA   , Fe1   , 2.211 , N2    ,    7
 FEPICA   , Fe1   , 2.214 , N6    ,    7
 FEQMAQ   , Fe1   , 2.183 , N2    ,    7
 FEQMAQ   , Fe1   , 2.122 , N1    ,    7
 FEQMAQ   , Fe1   , 2.441 , Br2   ,   35
 FEQMAQ   , Fe1   , 2.468 , Br1   ,   35
 FEQMAQ   , Fe1   , 2.205 , N3    ,    7
 FESVEF   , Fe1   , 2.096 , O2    ,    8
 FESVEF   , Fe1   , 2.123 , N1    ,    7
 FESVEF   , Fe1   , 2.153 , O1    ,    8
 FESVEF   , Fe1   , 2.232 , N5    ,    7
 FESVEF   , Fe1   , 2.216 , N3    ,    7
 FESVEF   , Fe1   , 2.179 , N2    ,    7
 FETPYR02 , Fe1   , 2.115 , N3    ,    7
 FETPYR02 , Fe1   , 2.249 , N1    ,    7
 FETPYR02 , Fe1   , 2.235 , N2    ,    7
 FETPYR02 , Fe1   , 2.115 , N3E   ,    7
 FETPYR02 , Fe1   , 2.249 , N1E   ,    7
 FETPYR02 , Fe1   , 2.235 , N2E   ,    7
 FEXYAJ   , Fe1   , 2.182 , O1A   ,    8
 FEXYAJ   , Fe1   , 1.995 , O1    ,    8
 FEXYAJ   , Fe1   , 2.282 , N4    ,    7
 FEXYAJ   , Fe1   ,  2.23 , N1    ,    7
 FEXYAJ   , Fe1   , 2.333 , N3    ,    7
 FEXYAJ   , Fe1   , 2.306 , N2    ,    7
 FEXYAJ   , Fe2   , 2.336 , N6    ,    7
 FEXYAJ   , Fe2   , 2.287 , N8    ,    7
 FEXYAJ   , Fe2   , 2.214 , N5    ,    7
 FEXYAJ   , Fe2   , 2.307 , N7    ,    7
 FEXYAJ   , Fe2   , 2.208 , O2A   ,    8
 FEXYAJ   , Fe2   , 2.033 , O2    ,    8
 FEYNED   , Fe1   , 2.288 , S1    ,   16
 FEYNED   , Fe1   , 2.073 , N3    ,    7
 FEYNED   , Fe1   , 2.054 , N5    ,    7
 FEYNED   , Fe1   , 2.044 , N1    ,    7
 FIBJOQ   , Fe1   , 2.339 , Cl2   ,   17
 FIBJOQ   , Fe1   , 2.291 , Cl1   ,   17
 FIBJOQ   , Fe1   , 2.249 , N2    ,    7
 FIBJOQ   , Fe1   , 2.222 , N1    ,    7
 FIBJOQ   , Fe1   , 2.167 , N3    ,    7
 FIJTIC   , Fe1   , 2.103 , N3B   ,    7
 FIJTIC   , Fe1   , 2.103 , N3    ,    7
 FIJTIC   , Fe1   , 2.371 , N1B   ,    7
 FIJTIC   , Fe1   , 2.371 , N1    ,    7
 FIJTIC   , Fe1   , 2.061 , N5B   ,    7
 FIJTIC   , Fe1   , 2.061 , N5    ,    7
 FILCAF   , Fe1   , 2.152 , N6    ,    7
 FILCAF   , Fe1   , 2.124 , N1    ,    7
 FILCAF   , Fe1   ,  2.23 , N10   ,    7
 FILCAF   , Fe1   , 2.189 , N8    ,    7
 FILCAF   , Fe1   ,  2.18 , N3    ,    7
 FILCAF   , Fe1   , 2.241 , N5    ,    7
 FITFOD   , Fe1   , 1.993 , N2    ,    7
 FITFOD   , Fe1   , 1.991 , N3    ,    7
 FITFOD   , Fe1   , 2.009 , N7    ,    7
 FITFOD   , Fe1   ,  1.99 , N4    ,    7
 FITFOD   , Fe1   , 1.975 , N1    ,    7
 FITFOD   , Fe1   ,  1.97 , N5    ,    7
 FIWXEP   , Fe1   , 2.132 , N1B   ,    7
 FIWXEP   , Fe1   ,  2.17 , N3    ,    7
 FIWXEP   , Fe1   , 2.132 , N1    ,    7
 FIWXEP   , Fe1   ,  2.17 , N3B   ,    7
 FIWXEP   , Fe1   , 2.215 , N5    ,    7
 FIWXEP   , Fe1   , 2.215 , N5B   ,    7
 FIWXOZ   , Fe1   , 2.013 , N3    ,    7
 FIWXOZ   , Fe1   , 1.972 , N1B   ,    7
 FIWXOZ   , Fe1   , 1.998 , N5    ,    7
 FIWXOZ   , Fe1   , 1.972 , N1    ,    7
 FIWXOZ   , Fe1   , 2.013 , N3B   ,    7
 FIWXOZ   , Fe1   , 1.998 , N5B   ,    7
 FIWXOZ   , Fe2   ,     2 , N9    ,    7
 FIWXOZ   , Fe2   , 1.997 , N11   ,    7
 FIWXOZ   , Fe2   , 1.997 , N11B  ,    7
 FIWXOZ   , Fe2   , 1.971 , N7B   ,    7
 FIWXOZ   , Fe2   ,     2 , N9B   ,    7
 FIWXOZ   , Fe2   , 1.971 , N7    ,    7
 FIYNUX   , Fe1   , 1.894 , N1    ,    7
 FIYNUX   , Fe1   ,   1.9 , N5    ,    7
 FIYNUX   , Fe1   , 1.907 , N3    ,    7
 FIYNUX   , Fe1   , 1.915 , N6    ,    7
 FIYNUX   , Fe1   , 1.914 , N2    ,    7
 FIYNUX   , Fe1   , 1.926 , N4    ,    7
 FIZXUI   , Fe1   , 2.086 , N1    ,    7
 FIZXUI   , Fe1   , 2.219 , N2    ,    7
 FIZXUI   , Fe1   , 2.078 , O1    ,    8
 FIZXUI   , Fe1   , 1.976 , O4    ,    8
 FIZXUI   , Fe1   ,  2.24 , N3    ,    7
 FOCTAT   , Fe1   , 2.257 , N1    ,    7
 FOCTAT   , Fe1   , 2.162 , O3B   ,    8
 FOCTAT   , Fe1   , 2.162 , O3    ,    8
 FOCTAT   , Fe1   , 2.053 , O2B   ,    8
 FOCTAT   , Fe1   , 2.053 , O2    ,    8
 FOCTAT   , Fe1   , 2.257 , N1B   ,    7
 FOGVIH   , Fe1   , 2.167 , O6    ,    8
 FOGVIH   , Fe1   , 2.046 , O4    ,    8
 FOGVIH   , Fe1   , 2.046 , O5    ,    8
 FOGVIH   , Fe1   , 2.135 , O3    ,    8
 FOGVIH   , Fe1   , 2.053 , O2    ,    8
 FOGVIH   , Fe1   , 2.051 , O1    ,    8
 FOGVIH   , Fe2   , 2.048 , O10   ,    8
 FOGVIH   , Fe2   , 2.048 , O8    ,    8
 FOGVIH   , Fe2   , 2.047 , O11   ,    8
 FOGVIH   , Fe2   , 2.139 , O12   ,    8
 FOGVIH   , Fe2   , 2.113 , O9    ,    8
 FOGVIH   , Fe2   , 2.056 , O7    ,    8
 FOGYEF   , Fe1   ,  2.05 , N2    ,    7
 FOGYEF   , Fe1   , 2.078 , N1    ,    7
 FOGYEF   , Fe1   , 2.212 , N6    ,    7
 FOGYEF   , Fe1   , 2.317 , N7    ,    7
 FOGYEF   , Fe1   , 2.199 , N3    ,    7
 FOGYEF   , Fe1   , 2.223 , N8    ,    7
 FOHNAS   , Fe1   , 2.015 , N3A   ,    7
 FOHNAS   , Fe1   , 2.015 , N3    ,    7
 FOHNAS   , Fe1   ,     2 , N1A   ,    7
 FOHNAS   , Fe1   ,     2 , N1    ,    7
 FOHNAS   , Fe1   ,  1.99 , N2A   ,    7
 FOHNAS   , Fe1   ,  1.99 , N2    ,    7
 FONGEV   , Fe1   , 2.246 , N3    ,    7
 FONGEV   , Fe1   ,  2.18 , N1    ,    7
 FONGEV   , Fe1   , 2.179 , N4    ,    7
 FONGEV   , Fe1   ,  2.47 , Cl2   ,   17
 FONGEV   , Fe1   ,  2.36 , Cl1   ,   17
 FONGEV   , Fe1   , 2.276 , N2    ,    7
 FOSYUH   , Fe2   , 2.166 , O3B   ,    8
 FOSYUH   , Fe2   , 2.104 , O1    ,    8
 FOSYUH   , Fe2   , 2.156 , O2    ,    8
 FOSYUH   , Fe2   , 2.166 , O3    ,    8
 FOSYUH   , Fe2   , 2.104 , O1B   ,    8
 FOSYUH   , Fe2   , 2.156 , O2B   ,    8
 FOTNEI   , Fe1   , 2.034 , N1    ,    7
 FOTNEI   , Fe1   , 2.029 , O1    ,    8
 FOTNEI   , Fe1   , 2.018 , N2    ,    7
 FOTNEI   , Fe1   , 2.263 , Cl1   ,   17
 FOYYAU02 , Fe1   , 1.973 , N1    ,    7
 FOYYAU02 , Fe1   , 1.897 , N9    ,    7
 FOYYAU02 , Fe1   , 1.971 , N5    ,    7
 FOYYAU02 , Fe1   , 1.898 , N3    ,    7
 FOYYAU02 , Fe1   , 1.979 , N7    ,    7
 FOYYAU02 , Fe1   , 1.986 , N11   ,    7
 FOZKAH   , Fe1   , 1.983 , N3    ,    7
 FOZKAH   , Fe1   ,  1.89 , N5    ,    7
 FOZKAH   , Fe1   , 1.867 , N2    ,    7
 FOZKAH   , Fe1   , 2.016 , N6    ,    7
 FOZKAH   , Fe1   , 1.972 , N1    ,    7
 FOZKAH   , Fe1   ,  1.98 , N4    ,    7
 FOZKAH   , Fe2   , 1.991 , N8    ,    7
 FOZKAH   , Fe2   , 2.009 , N9    ,    7
 FOZKAH   , Fe2   , 1.992 , N11   ,    7
